task,layer,group,rho1,energy,rank90,n_components
peg_insert,21,acc,0.3905210141463247,0.18330694240586679,3,6
peg_insert,21,ct,0.8066505044435328,1.3479867950257007,3,5
peg_insert,22,pos,0.9938207718784114,4.069606478322455,5,6
peg_insert,22,vel,0.8442692289361452,1.12698604914514,4,6
peg_insert,22,acc,0.3911935254415311,0.18187270618301135,3,6
peg_insert,22,ct,0.8084618647709637,1.3333931843037536,3,5
peg_insert,23,pos,0.9940994191842165,4.032408702270048,5,6
peg_insert,23,vel,0.8413886734178632,1.128482732300771,4,6
peg_insert,23,acc,0.3810888167390529,0.1717895840684447,3,6
peg_insert,23,ct,0.7830248096304864,1.2721042641449285,3,5
nut_thread,0,pos,0.8767668443959166,2.6048336215991736,5,6
nut_thread,0,vel,0.2716686170045233,0.12923962882741505,4,6
nut_thread,0,acc,0.09189928686468246,0.023960886366567354,5,6
nut_thread,0,ct,0.442085128067326,0.3372633575889503,3,5
nut_thread,1,pos,0.9777660535113897,3.0893599239599494,5,6
nut_thread,1,vel,0.30683743507752564,0.222154918473089,4,6
nut_thread,1,acc,0.18315414711577294,0.05246877912168735,4,6
nut_thread,1,ct,0.6067049777241287,0.5130182136056541,3,5
nut_thread,2,pos,0.9581560046593898,2.4986251758734865,4,6
nut_thread,2,vel,0.3210303416631102,0.18484398007380318,4,6
nut_thread,2,acc,0.1840943450371173,0.04649170227867027,4,6
nut_thread,2,ct,0.5852567462279351,0.4302627996913096,2,5
nut_thread,3,pos,0.9799501659776885,2.9682559268259965,5,6
nut_thread,3,vel,0.3357347456808171,0.23406337771221522,4,6
nut_thread,3,acc,0.22032939809111785,0.06571926851550625,4,6
nut_thread,3,ct,0.6692429205995732,,1,5
nut_thread,4,pos,0.9879939635313418,3.5811971213189357,5,6
nut_thread,4,vel,0.3460986243397468,0.31088758130925354,5,6
nut_thread,4,acc,0.24723368917121064,0.10107939570440713,5,6
nut_thread,4,ct,0.6957494889601963,0.6377556357426505,3,5
nut_thread,5,pos,0.9911222807401,3.808838891686595,5,6
nut_thread,5,vel,0.3643052091814894,0.34534117084618887,5,6
nut_thread,5,acc,0.25218991138308117,0.11218931815060669,5,6
nut_thread,5,ct,0.7093721883711772,,1,5
nut_thread,6,pos,0.9935576124294766,3.9432428263935915,5,6
nut_thread,6,vel,0.3695301419345335,0.3569421168593016,5,6
nut_thread,6,acc,0.2860629223589845,0.1329637381158375,5,6
nut_thread,6,ct,0.7248969132841314,,1,5
nut_thread,7,pos,0.9950402378148812,4.339787044452615,5,6
nut_thread,7,vel,0.40678430657370973,0.4400795373953567,5,6
nut_thread,7,acc,0.285758947087148,0.14287327795090887,5,6
nut_thread,7,ct,0.7414460160717559,0.8059018145547792,3,5
nut_thread,8,pos,0.9956564720374093,4.551226765499948,5,6
nut_thread,8,vel,0.4055341319110334,0.47934148533012966,5,6
nut_thread,8,acc,0.29823558718268844,0.16612679735809763,5,6
nut_thread,8,ct,0.7570127457348456,,1,5
nut_thread,9,pos,0.9943916640958241,4.477818649448834,5,6
nut_thread,9,vel,0.40529523220286723,0.4751802133601582,5,6
nut_thread,9,acc,0.2941340414485255,0.16050120521231767,5,6
nut_thread,9,ct,0.7244564702934243,0.7403677559405595,3,5
nut_thread,10,pos,0.9944738454626182,4.602123054035224,5,6
nut_thread,10,vel,0.4107788100093571,0.5167274420795344,5,6
nut_thread,10,acc,0.2962405830799276,0.1640479713768052,5,6
nut_thread,10,ct,0.7527029601865037,,1,5
nut_thread,11,pos,0.9935959441108749,4.597057150358865,5,6
nut_thread,11,vel,0.4123404259190368,0.5037975515913399,5,6
nut_thread,11,acc,0.29308089249739294,0.15916019460594935,5,6
nut_thread,11,ct,0.7561457046034896,,1,5
nut_thread,12,pos,0.9953486559465874,4.560976856698972,5,6
nut_thread,12,vel,0.40184002950852815,0.49015765101152636,5,6
nut_thread,12,acc,0.28805079470446043,0.14794805982730003,5,6
nut_thread,12,ct,0.7537885402173272,,1,5
nut_thread,13,pos,0.9955474348328417,4.56185473612653,5,6
nut_thread,13,vel,0.4069032897448684,0.4801145609007715,5,6
nut_thread,13,acc,0.28803300299426826,0.1513070351332235,5,6
nut_thread,13,ct,0.7070266135415609,0.806468970608007,3,5
nut_thread,14,pos,0.9948480185804235,4.518898501366991,5,6
nut_thread,14,vel,0.4321438531333483,0.4840140406202085,5,6
nut_thread,14,acc,0.2883690082574274,0.14769455093839057,5,6
nut_thread,14,ct,0.7491990056043634,0.8087285289099102,3,5
nut_thread,15,pos,0.995204633256243,4.502383232795205,5,6
nut_thread,15,vel,0.4489050538935897,0.49208076529096784,5,6
nut_thread,15,acc,0.3036620100408097,0.1580052833134402,5,6
nut_thread,15,ct,0.7496412351231659,,1,5
nut_thread,16,pos,0.9957650783896245,4.371769958873032,5,6
nut_thread,16,vel,0.471393925696848,0.5071915640917938,5,6
nut_thread,16,acc,0.30527002333139325,0.15624991232668728,5,6
nut_thread,16,ct,0.7453523916211575,,1,5
nut_thread,17,pos,0.9964794967788204,4.254466437983972,5,6
nut_thread,17,vel,0.4636967905509503,0.4839538675883919,5,6
nut_thread,17,acc,0.3092845180562742,0.15643237583911393,4,6
nut_thread,17,ct,0.7370810194795381,0.7187481712196498,3,5
nut_thread,18,pos,0.9957581347158191,4.1252641767536575,5,6
nut_thread,18,vel,0.4493151533555674,0.4397235475334213,4,6
nut_thread,18,acc,0.3024568627563992,0.14243129569506818,4,6
nut_thread,18,ct,0.7345289996268776,,1,5
nut_thread,19,pos,0.9959922904125155,3.947818857129626,5,6
nut_thread,19,vel,0.4456496282163288,0.40855209361484646,4,6
nut_thread,19,acc,0.2973479977290692,0.12979676839918686,4,6
nut_thread,19,ct,0.7180071079076238,0.6826072510278886,3,5
nut_thread,20,pos,0.9959036922445126,3.8564994899826672,5,6
nut_thread,20,vel,0.44156428023016375,0.39308372748397924,4,6
nut_thread,20,acc,0.29590113876422425,0.12793455747805418,4,6
nut_thread,20,ct,0.7086545439870928,0.72993404859157,3,5
nut_thread,21,pos,0.9964917614241827,3.785702799945136,5,6
nut_thread,21,vel,0.42963099617297595,0.36217165944662194,4,6
nut_thread,21,acc,0.28096711714534467,0.1155772218883979,4,6
nut_thread,21,ct,0.7187801302967974,,1,5
nut_thread,22,pos,0.9960220762002487,3.7423678784044325,5,6
nut_thread,22,vel,0.4323036360391146,0.3601112619463592,4,6
nut_thread,22,acc,0.28262800760947526,0.1118774246258578,4,6
nut_thread,22,ct,0.7097219693003919,0.7110578907666288,3,5
nut_thread,23,pos,0.9953015762785766,3.566351937945255,5,6
nut_thread,23,vel,0.37453866434789035,0.2603657417454293,4,6
nut_thread,23,acc,0.2024744867338582,0.06709668564330845,4,6
nut_thread,23,ct,0.6986132088553353,0.6232080816667879,3,5
