task,layer,group,rho1,energy,rank90,n_components
push,12,acc,0.6267697684591681,1.1125846018771288,5,6
push,12,ct,0.9002824428075048,2.3242607425550412,4,5
push,13,pos,0.9969700547742426,4.228516139174797,5,6
push,13,vel,0.9895862663914422,4.033732330079369,5,6
push,13,acc,0.6262862381818287,1.0806204529777332,5,6
push,13,ct,0.9071517463445812,2.370950822270208,4,5
push,14,pos,0.9973164789633454,4.213801491544871,5,6
push,14,vel,0.9906613217840087,3.986833460382852,5,6
push,14,acc,0.6415680754085786,1.1277134222446548,5,6
push,14,ct,0.905174193625333,2.353817769971664,4,5
push,15,pos,0.9975414467751798,4.169147468691729,5,6
push,15,vel,0.9917837260760703,3.985670358622334,5,6
push,15,acc,0.6885018065221918,1.2166949247911087,5,6
push,15,ct,0.90609553621072,2.358977011742084,4,5
push,16,pos,0.9978006663038999,4.164962654080656,5,6
push,16,vel,0.9922096503705401,3.971092193514635,5,6
push,16,acc,0.6939613441750421,1.2289497385775752,5,6
push,16,ct,0.9028188432351616,2.3516250193468378,4,5
push,17,pos,0.997944145155665,4.181612316516043,5,6
push,17,vel,0.9935626469714307,3.9833009426367245,5,6
push,17,acc,0.7090636426172423,1.2608003633073699,5,6
push,17,ct,0.9072777474808951,2.3866669678747536,4,5
push,18,pos,0.9981485334507126,4.186215837368642,5,6
push,18,vel,0.9940321223337223,3.983041701116676,5,6
push,18,acc,0.6999707796236665,1.2428956600276146,5,6
push,18,ct,0.9078718871249275,2.4034868466630606,4,5
push,19,pos,0.998041571711064,4.209003613110359,5,6
push,19,vel,0.9944562174236007,3.9899231890704763,5,6
push,19,acc,0.7148680703355097,1.2878629742150316,5,6
push,19,ct,0.9063748446112765,2.404538419602498,4,5
push,20,pos,0.9979240953655774,4.217431014583939,5,6
push,20,vel,0.9943568535620311,4.002053679435767,5,6
push,20,acc,0.714791896514006,1.3001960113444153,5,6
push,20,ct,0.9062992373482707,2.4109886571272487,4,5
push,21,pos,0.9980874062658217,4.250487012496889,5,6
push,21,vel,0.9943141375866593,4.036714088228074,5,6
push,21,acc,0.7141578006076306,1.3241654325190868,5,6
push,21,ct,0.9117363008990399,2.4405161889193,4,5
push,22,pos,0.9978373145395546,4.274477781932664,5,6
push,22,vel,0.9938537992104284,4.044314890251361,5,6
push,22,acc,0.6991190260723199,1.2522621729888794,5,6
push,22,ct,0.9105595826037071,2.4520119859322014,4,5
push,23,pos,0.9974836149037474,4.182116263346957,5,6
push,23,vel,0.9930005335400726,3.9105469175197793,5,6
push,23,acc,0.6287068852614928,1.0495120639077533,5,6
push,23,ct,0.9035340815160239,2.3411652527814324,4,5
strike,0,pos,0.9807182992502271,2.685308097466773,5,6
strike,0,vel,0.8484585983008978,1.9391164026131953,5,6
strike,0,acc,0.6184315674524042,1.095818044527446,5,6
strike,0,ct,0.7520147880271935,1.2253309265679015,4,5
strike,1,pos,0.9902698683228314,2.706296397203814,4,6
strike,1,vel,0.9212169653911146,2.117168471894584,5,6
strike,1,acc,0.5761932263563725,0.8691826867466638,5,6
strike,1,ct,0.8029886435379323,1.115526047884696,4,5
strike,2,pos,0.9530983305645756,1.3518215433525218,2,4
strike,2,vel,0.7965151948722251,0.9912215097813387,2,4
strike,2,acc,0.3938803770543083,0.2118058349742464,2,4
strike,2,ct,0.5983087047627794,0.40179041585550357,2,4
strike,3,pos,0.8304611300425468,1.0125110169416038,2,3
strike,3,vel,0.6543995548189683,0.5030784475564639,2,3
strike,3,acc,0.273964497665664,0.09531891342421786,2,3
strike,3,ct,0.35654243923904994,0.16754443742414352,2,3
strike,4,pos,0.8606703790760127,1.03547573648399,2,3
strike,4,vel,0.6414699386410097,0.4908126254958795,2,3
strike,4,acc,0.2880220816304953,0.10383063012831846,2,3
strike,4,ct,0.5818814219559337,0.3738881447653939,1,3
strike,5,pos,0.932518797535694,1.2597164919880712,2,4
strike,5,vel,0.869203076829591,1.089933747829736,2,4
strike,5,acc,0.4519540579964794,0.25442164520033866,2,4
strike,5,ct,0.5584601591657052,0.3880234050829935,2,4
strike,6,pos,0.9546921035211619,1.5539432703420313,2,6
strike,6,vel,0.9401699820706143,1.7759687423965251,3,6
strike,6,acc,0.4991897347355632,0.47522308845467776,3,6
strike,6,ct,0.6077208833549068,0.513816621189404,2,5
strike,7,pos,0.979455311186345,2.204012181697922,3,6
strike,7,vel,0.9524196392742461,2.2620509821310453,3,6
strike,7,acc,0.5286928585456836,0.6236843953341525,4,6
strike,7,ct,0.6904407277875975,0.8039475054595163,3,5
strike,8,pos,0.9909968673099028,2.94646153723355,4,6
strike,8,vel,0.9630660625632596,2.7371312320129726,4,6
strike,8,acc,0.60088506065859,0.9491440311563872,4,6
strike,8,ct,0.8229567188369156,1.2666346297145106,4,5
strike,9,pos,0.9950701342580639,3.4383839902588145,4,6
strike,9,vel,0.9794605580309282,3.3356037987240814,5,6
strike,9,acc,0.7226509278790068,1.4690947051771868,5,6
strike,9,ct,0.8836056622006888,1.6326217533034433,4,5
strike,10,pos,0.9962080263367268,3.5384147804438366,4,6
strike,10,vel,0.9805425957817958,3.514051642540286,5,6
strike,10,acc,0.7393186458564325,1.5691382120555886,5,6
strike,10,ct,0.885629402471803,1.6864122292776282,4,5
strike,11,pos,0.9971624067034149,3.729270172029009,5,6
strike,11,vel,0.9865876175119868,3.6948337816872203,5,6
strike,11,acc,0.7666112686463736,1.7122596142874993,5,6
strike,11,ct,0.8944686185441746,1.7452412969457565,4,5
strike,12,pos,0.9974791135735221,3.980630225075389,5,6
strike,12,vel,0.9884670037494512,4.020315360737669,5,6
strike,12,acc,0.7972872125593526,1.9143961600165986,5,6
strike,12,ct,0.907354086353801,1.9179926530870026,4,5
strike,13,pos,0.9977808470297055,3.9998717228850547,5,6
strike,13,vel,0.9882634669535026,4.036400709678432,5,6
strike,13,acc,0.8059344301149411,1.925030331208795,5,6
strike,13,ct,0.9080866031066206,1.8913105699186936,4,5
strike,14,pos,0.9975178145509384,3.896438403458861,5,6
strike,14,vel,0.9882373549225901,3.987599904798212,5,6
strike,14,acc,0.8055369704658573,1.8987794719354933,5,6
strike,14,ct,0.9031278619840323,1.8612845653765782,4,5
strike,15,pos,0.9975854011090743,3.7674155043318525,5,6
strike,15,vel,0.9905374264957942,3.9586001026228637,5,6
strike,15,acc,0.8166027012876518,1.9072228840373182,5,6
strike,15,ct,0.9027327519373131,1.8301651649653339,4,5
strike,16,pos,0.9977829431728289,3.7768105719486216,5,6
strike,16,vel,0.9915730685728759,3.963152575795847,5,6
strike,16,acc,0.8291034230299551,1.9647117663479172,5,6
strike,16,ct,0.9057085427622258,1.8333031574505856,4,5
strike,17,pos,0.9976502345952828,3.721933065469661,5,6
strike,17,vel,0.9926471308083686,3.9984175070270638,5,6
strike,17,acc,0.8375823268628914,1.955209071410214,5,6
strike,17,ct,0.9098650337203084,1.8484119130628613,4,5
strike,18,pos,0.9979439900935453,3.7635963717544834,5,6
strike,18,vel,0.9931549747165319,3.983281103406158,5,6
strike,18,acc,0.8356372330266412,1.920135879566521,5,6
strike,18,ct,0.911335225695713,1.8593716402944236,4,5
strike,19,pos,0.9977576332243365,3.7340721041623866,5,6
strike,19,vel,0.9935679299485507,3.984266428478407,5,6
strike,19,acc,0.8441477230420201,1.9531966179506766,5,6
strike,19,ct,0.9134486310617526,1.8728719359349824,4,5
strike,20,pos,0.9978718363134256,3.726602133727487,4,6
strike,20,vel,0.9938965466151773,3.9812712607761545,5,6
strike,20,acc,0.8491572476936715,1.977351123289718,5,6
strike,20,ct,0.9110446683170733,1.836598573604218,4,5
strike,21,pos,0.9982155981857401,3.9757731206170077,5,6
strike,21,vel,0.9947226424802205,4.148640031241669,5,6
strike,21,acc,0.8527376562695872,2.0832649337500158,5,6
strike,21,ct,0.9195005784254103,1.963273098986463,4,5
strike,22,pos,0.9983415570707254,3.931273012903232,5,6
strike,22,vel,0.9946239570521502,4.20730486159882,5,6
strike,22,acc,0.8536572352998995,2.1002658291632836,5,6
strike,22,ct,0.9205344852421703,1.9817896607454044,4,5
strike,23,pos,0.9978848892451188,3.835084311128783,5,6
strike,23,vel,0.9934715406846931,4.02314708292493,5,6
strike,23,acc,0.8260682552748322,1.9167180268512243,5,6
strike,23,ct,0.914256126444276,1.8854231725232902,4,5
reach,0,pos,0.9541237522783962,2.481369580853893,3,3
reach,0,vel,0.4502683895237373,0.32449737521681055,3,3
reach,0,acc,0.39586825105596235,0.19893559265792915,2,3
reach,0,ct,,,1,5
reach,1,pos,0.9487672440331099,2.3150062385269767,3,3
reach,1,vel,0.3408605591271545,0.24127911157665752,3,3
reach,1,acc,0.294123759853408,0.1102821943596252,2,3
reach,1,ct,,,1,5
reach,2,pos,0.9149906736930679,1.563890576604793,3,3
reach,2,vel,0.23189887064348047,0.09764919862182561,3,3
reach,2,acc,0.08207008964955231,0.01338805749572562,3,3
reach,2,ct,,,1,5
reach,3,pos,0.9155732050786305,1.5574249058908043,3,3
reach,3,vel,0.29765712284958856,0.11369980577507116,2,3
reach,3,acc,0.09166514990687323,0.013492969447109562,3,3
reach,3,ct,,,1,5
reach,4,pos,0.8663319569834367,1.3637817617735077,3,3
reach,4,vel,0.2314523990268804,0.07299843917194096,2,3
reach,4,acc,0.21485419875595269,0.053228322005157806,2,3
reach,4,ct,,,1,5
reach,5,pos,0.8587170100865468,1.3124600780574054,3,3
reach,5,vel,0.3044928282106276,0.11225149620655839,2,3
reach,5,acc,0.20015981094522994,0.04387064159114439,1,3
reach,5,ct,,,1,5
reach,6,pos,0.9365814667513889,1.7705859754697717,3,3
reach,6,vel,0.5297477939162668,0.3700144531063717,2,3
reach,6,acc,0.28341859980312234,0.09171700087301493,2,3
reach,6,ct,,,1,5
reach,7,pos,0.9403802793405376,2.278685798548168,3,3
reach,7,vel,0.6339369092054904,0.5163442901349268,2,3
reach,7,acc,0.3425230575236767,0.14179813612419015,2,3
reach,7,ct,,,1,5
reach,8,pos,0.9585683784958419,2.624877203025205,3,3
reach,8,vel,0.7142165329778413,0.6920310567317394,2,3
reach,8,acc,0.42469533423814454,0.22253317719107726,2,3
reach,8,ct,,,1,5
reach,9,pos,0.9690352094294825,2.666943257037115,3,3
reach,9,vel,0.7279669863506103,0.7562319211233578,2,3
reach,9,acc,0.5248770350500701,0.3243641885482492,2,3
reach,9,ct,,,1,5
reach,10,pos,0.9767802636915911,2.747319221450237,3,3
reach,10,vel,0.7450043407611957,0.7987621110422332,2,3
reach,10,acc,0.5733394821409952,0.3833526896961336,2,3
reach,10,ct,,,1,5
reach,11,pos,0.9814772247499268,2.7815511541248883,3,3
reach,11,vel,0.7646357978783779,0.8417348122212891,2,3
reach,11,acc,0.6082668534642093,0.4312126768787431,2,3
reach,11,ct,,,1,5
reach,12,pos,0.9828773573056345,2.785164987922263,3,3
reach,12,vel,0.7923786448768345,0.8965437641858112,2,3
reach,12,acc,0.6775420821003871,0.5172098264249204,2,3
reach,12,ct,,,1,5
reach,13,pos,0.9841282757047801,2.8059103350793206,3,3
reach,13,vel,0.8163323409396305,0.9426674651633687,2,3
reach,13,acc,0.694107479916355,0.5420912615035927,2,3
reach,13,ct,,,1,5
reach,14,pos,0.98494018674944,2.835190485144523,3,3
reach,14,vel,0.8347277823426432,0.991391000641179,2,3
reach,14,acc,0.6958300584300403,0.5434710414319986,2,3
reach,14,ct,,,1,5
reach,15,pos,0.9850086344906221,2.8294471664334653,3,3
reach,15,vel,0.8460101758038421,1.0194647840514508,2,3
reach,15,acc,0.6939378499177302,0.5411210747354684,2,3
reach,15,ct,,,1,5
reach,16,pos,0.9852648133021317,2.824537246728645,3,3
reach,16,vel,0.84248265810999,1.015772441150487,2,3
reach,16,acc,0.661715196413745,0.49264670539684846,2,3
reach,16,ct,,,1,5
reach,17,pos,0.9880320399948336,2.8439489573511487,3,3
reach,17,vel,0.8476340419942235,1.076219556533992,2,3
reach,17,acc,0.6709252686519304,0.5135149696284588,2,3
reach,17,ct,,,1,5
reach,18,pos,0.9891145695353217,2.8455468127239003,3,3
reach,18,vel,0.8339690838044551,1.0555704344283958,2,3
reach,18,acc,0.6628432454557377,0.5020205357513986,2,3
reach,18,ct,,,1,5
reach,19,pos,0.9901684621159347,2.847268855492431,3,3
reach,19,vel,0.8318352924091009,1.0419721545455596,2,3
reach,19,acc,0.6658398627061178,0.5094837206468074,2,3
reach,19,ct,,,1,5
reach,20,pos,0.9911748436302878,2.8540465754988285,3,3
reach,20,vel,0.819194948171684,1.0239033544360128,2,3
reach,20,acc,0.6564563423632075,0.4976778719361889,2,3
reach,20,ct,,,1,5
reach,21,pos,0.9924074470127108,2.8708758630981146,3,3
reach,21,vel,0.8077553033817213,0.9973334415985025,2,3
reach,21,acc,0.6362748750908818,0.4756171600181432,2,3
reach,21,ct,,,1,5
reach,22,pos,0.9919291872264037,2.879720414990217,3,3
reach,22,vel,0.8105313271680782,1.0014032101358343,2,3
reach,22,acc,0.6541324603648797,0.49696068620813844,2,3
reach,22,ct,,,1,5
reach,23,pos,0.9912840839525534,2.8745962200481356,3,3
reach,23,vel,0.770875914365151,0.9243602167597226,2,3
reach,23,acc,0.5950532999619252,0.4228265492763277,2,3
reach,23,ct,,,1,5
drawer,0,pos,0.9658018764921565,2.659469285030917,5,6
drawer,0,vel,0.8338858835623225,1.6017696209439185,4,6
drawer,0,acc,0.675935866653499,1.0270463561795748,4,6
drawer,0,ct,0.8784213905199452,2.402704161934528,5,5
drawer,1,pos,0.9728186806755076,2.7314333639643644,4,6
drawer,1,vel,0.8548054963580086,1.5904815620556083,4,6
drawer,1,acc,0.6397091945440452,0.9380063799489778,4,6
drawer,1,ct,0.8781399471610787,2.4100040475060096,5,5
drawer,2,pos,0.9187842223416954,1.530623162043523,3,6
drawer,2,vel,0.7803614433466816,0.6889386462158864,2,6
drawer,2,acc,0.2067748279654298,0.05055721486616364,2,6
drawer,2,ct,0.7676000673591885,1.0548708996384422,3,5
drawer,3,pos,0.9040662207190825,1.4087595296618263,3,6
drawer,3,vel,0.7991085470643495,0.6873057337078858,1,6
drawer,3,acc,0.1935237318759274,0.04601044793484699,2,6
drawer,3,ct,0.7529602612524428,0.9393383371308264,3,5
drawer,4,pos,0.9568504613338338,2.328244746774779,4,6
drawer,4,vel,0.8433067103999144,1.2807189821509273,3,6
drawer,4,acc,0.6041224060458932,0.48954963538992174,3,6
drawer,4,ct,0.8410802217214275,1.8824156940162724,4,5
drawer,5,pos,0.9739059078811685,2.4402687769265636,4,6
drawer,5,vel,0.9057479555642093,1.6560900062137704,3,6
drawer,5,acc,0.6952531396107514,0.8513849698547177,3,6
drawer,5,ct,0.8772231049495317,2.2285785039851027,4,5
drawer,6,pos,0.9830818284293869,2.8462786332540464,4,6
drawer,6,vel,0.9343686364264632,2.0446607336293217,3,6
drawer,6,acc,0.7551464257572981,1.1751654859942837,4,6
drawer,6,ct,0.8999583981166124,2.564477107656799,5,5
drawer,7,pos,0.9885197294920903,3.071259885971014,4,6
drawer,7,vel,0.9453293046386944,2.2053881020311805,4,6
drawer,7,acc,0.7743382997221404,1.3320347510980692,4,6
drawer,7,ct,0.9105972549347312,2.7315620754011474,5,5
drawer,8,pos,0.9928457302307755,3.4661312336677903,5,6
drawer,8,vel,0.958118567741493,2.4267871903696165,4,6
drawer,8,acc,0.8117543009798541,1.575669068614919,4,6
drawer,8,ct,0.9214546750536212,2.9980788267882152,5,5
drawer,9,pos,0.9907347370132654,3.423782534659901,5,6
drawer,9,vel,0.9602142933835668,2.4230596406189173,4,6
drawer,9,acc,0.8290696365685716,1.65033592100831,4,6
drawer,9,ct,0.9247586110577222,2.9621546247239445,5,5
drawer,10,pos,0.9919936919982817,3.470381127318698,5,6
drawer,10,vel,0.9599244283452949,2.406052695278625,4,6
drawer,10,acc,0.8222110155394081,1.6471262393920485,4,6
drawer,10,ct,0.924917825133226,2.980718068188263,5,5
drawer,11,pos,0.9931860318699333,3.5441833905156517,5,6
drawer,11,vel,0.9617857992227218,2.4407906082950563,4,6
drawer,11,acc,0.823307277874976,1.6744730008164401,4,6
drawer,11,ct,0.9244108102808307,3.0102634598023434,5,5
drawer,12,pos,0.9934647040816629,3.4899559925802324,5,6
drawer,12,vel,0.9593228482889181,2.4945921189755813,4,6
drawer,12,acc,0.8255530235694999,1.7508093551866633,4,6
drawer,12,ct,0.9230178726305159,3.0272554380425456,5,5
drawer,13,pos,0.9934210990666958,3.5282524701215903,5,6
drawer,13,vel,0.959837021466037,2.506034595181599,4,6
drawer,13,acc,0.8225082209553506,1.736858806787779,4,6
drawer,13,ct,0.9230739776111706,3.030456301621617,5,5
drawer,14,pos,0.9931711784728808,3.5407673263434805,5,6
drawer,14,vel,0.9631263121812165,2.570895367405636,4,6
drawer,14,acc,0.8230716973305485,1.7742101146776417,4,6
drawer,14,ct,0.9232832641389678,3.0523216834353604,5,5
drawer,15,pos,0.9936221577021763,3.578462293675941,5,6
drawer,15,vel,0.9660132811544612,2.5750162337012106,4,6
drawer,15,acc,0.8248379580104552,1.7661597239949718,4,6
drawer,15,ct,0.9253888406015,3.0615542655853583,5,5
drawer,16,pos,0.9942907085841685,3.5478595245246276,5,6
drawer,16,vel,0.9680445453712399,2.5369134770401356,4,6
drawer,16,acc,0.8187896773999572,1.7314306563747308,4,6
drawer,16,ct,0.9264973358308152,3.0366519171185047,5,5
drawer,17,pos,0.9947623374036724,3.58629183411393,5,6
drawer,17,vel,0.9720954033699474,2.625625835411635,4,6
drawer,17,acc,0.823615199269161,1.7663597856617206,4,6
drawer,17,ct,0.9284731412499672,3.0504344520900823,5,5
drawer,18,pos,0.9948628771498921,3.572462293252137,5,6
drawer,18,vel,0.9708915871223097,2.6165398901712154,4,6
drawer,18,acc,0.8203039752368769,1.772050256200614,4,6
drawer,18,ct,0.9272443940158835,3.0466585139780435,5,5
drawer,19,pos,0.9944127017159616,3.5558610859456334,5,6
drawer,19,vel,0.971629299526382,2.6290303521893073,4,6
drawer,19,acc,0.8240108942983532,1.80701065326853,4,6
drawer,19,ct,0.9267179064117165,3.043693483884718,5,5
drawer,20,pos,0.994719368383886,3.5680980130732967,5,6
drawer,20,vel,0.973336710503372,2.6826460522718096,4,6
drawer,20,acc,0.8257993969271605,1.8307155781056181,4,6
drawer,20,ct,0.9272708803647823,3.0465440324628146,5,5
drawer,21,pos,0.9946108538925508,3.5580374905381804,4,6
drawer,21,vel,0.9728339781393022,2.6544655451121653,4,6
drawer,21,acc,0.8267470323879962,1.8234394495070754,4,6
drawer,21,ct,0.9251846424124593,3.0455325388426813,5,5
drawer,22,pos,0.9953508684023654,3.598745939010665,4,6
drawer,22,vel,0.9737951338353604,2.7001020294485354,4,6
drawer,22,acc,0.8330039379778589,1.8704394398925714,4,6
drawer,22,ct,0.925686152117744,3.0801752973973513,5,5
drawer,23,pos,0.9949541850803106,3.5952911224363158,5,6
drawer,23,vel,0.9743386485430957,2.6805132510649843,4,6
drawer,23,acc,0.8281109040568279,1.8534807800086592,4,6
drawer,23,ct,0.9255650841892167,3.064935773295942,5,5
peg_insert,0,pos,0.9165032162791349,3.2138030768044166,5,6
peg_insert,0,vel,0.5793950814961338,0.7680919956489571,5,6
peg_insert,0,acc,0.3158830326733787,0.2426247981076038,5,6
peg_insert,0,ct,0.663920998815353,0.8067343239367906,3,5
peg_insert,1,pos,0.9864475909542633,3.4216916953460346,5,6
peg_insert,1,vel,0.6163250200753277,0.8036607878966046,4,6
peg_insert,1,acc,0.39724064021147387,0.23480850670825326,4,6
peg_insert,1,ct,0.632781382692341,0.847608047071467,3,5
peg_insert,2,pos,0.9719949261880736,2.314986378073694,4,6
peg_insert,2,vel,0.48780941788463106,0.4594182351391918,4,6
peg_insert,2,acc,0.3041876325964703,0.1098300546183272,2,6
peg_insert,2,ct,0.583695359771057,0.6639489602995554,3,5
peg_insert,3,pos,0.977822508716336,2.782896416594258,5,6
peg_insert,3,vel,0.7477334472249214,0.8322278493550541,3,6
peg_insert,3,acc,0.41928129646214946,0.20853555945963592,3,6
peg_insert,3,ct,0.5931985705818109,0.7983358094100738,3,5
peg_insert,4,pos,0.9894347182391305,3.6517991285042757,5,6
peg_insert,4,vel,0.8865859145152896,1.2251228939579528,4,6
peg_insert,4,acc,0.5016924664568801,0.3519915297137462,4,6
peg_insert,4,ct,0.7222798144032487,1.1485565578234953,3,5
peg_insert,5,pos,0.9915342138085281,4.190715915073418,5,6
peg_insert,5,vel,0.9062131259506323,1.4128794234013333,4,6
peg_insert,5,acc,0.5340378346117884,0.43641354635720575,4,6
peg_insert,5,ct,0.7774219492132222,1.3149048341817893,3,5
peg_insert,6,pos,0.9938519129355493,4.4404758907396635,6,6
peg_insert,6,vel,0.9228713838006306,1.5886714335430225,5,6
peg_insert,6,acc,0.6025952860171233,0.5521168079561375,4,6
peg_insert,6,ct,0.8043427891947305,1.4149725603890693,3,5
peg_insert,7,pos,0.9950777574434615,4.506529810337366,6,6
peg_insert,7,vel,0.9193248069806622,1.6318574449704513,5,6
peg_insert,7,acc,0.611105373718675,0.5718452678017063,4,6
peg_insert,7,ct,0.8178229140101758,1.51588409015103,3,5
peg_insert,8,pos,0.9953266405711685,4.714947056043257,6,6
peg_insert,8,vel,0.9136109890301608,1.6190927115069345,5,6
peg_insert,8,acc,0.6024660965141138,0.5775872987393194,4,6
peg_insert,8,ct,0.8203558811548931,1.3907677122909878,3,5
peg_insert,9,pos,0.9946197339269734,4.693177570209527,6,6
peg_insert,9,vel,0.910921754160829,1.6497577505782732,5,6
peg_insert,9,acc,0.6354169975155833,0.6311925511615903,4,6
peg_insert,9,ct,0.8187806102574754,1.499298937753261,3,5
peg_insert,10,pos,0.9956933308305492,4.747026762216803,6,6
peg_insert,10,vel,0.9140094080191732,1.626928399713407,5,6
peg_insert,10,acc,0.618620864216604,0.6009503524255317,4,6
peg_insert,10,ct,0.827895241317475,1.507888558753437,3,5
peg_insert,11,pos,0.9955249829747312,4.767311227929009,6,6
peg_insert,11,vel,0.9153075165223318,1.6306710283343109,5,6
peg_insert,11,acc,0.6057025113226631,0.5795361424198232,4,6
peg_insert,11,ct,0.8298053808815006,1.4023944151106496,3,5
peg_insert,12,pos,0.9953010163244511,4.8435500630728425,6,6
peg_insert,12,vel,0.9140660877974003,1.610242940678507,5,6
peg_insert,12,acc,0.6095075292634624,0.5855668302354781,4,6
peg_insert,12,ct,0.8365880321170066,1.4937254411495673,3,5
peg_insert,13,pos,0.9956726877635051,4.805730379743104,6,6
peg_insert,13,vel,0.9163679534576987,1.602273492085446,5,6
peg_insert,13,acc,0.6444101452295448,0.6274706482640005,4,6
peg_insert,13,ct,0.8388433615725913,1.5448399893166318,3,5
peg_insert,14,pos,0.9956180895312738,4.805386630775888,6,6
peg_insert,14,vel,0.922438126858394,1.6244198243282761,5,6
peg_insert,14,acc,0.651632654001657,0.64858226409778,4,6
peg_insert,14,ct,0.8279835580305182,1.5549487016997365,3,5
peg_insert,15,pos,0.9954940090711051,4.771424108905368,6,6
peg_insert,15,vel,0.9347690980285889,1.6777632866181826,5,6
peg_insert,15,acc,0.6521138466517459,0.6619670751482591,4,6
peg_insert,15,ct,0.847491576631062,1.6137743053818396,3,5
peg_insert,16,pos,0.9958693408379291,4.70959945985785,6,6
peg_insert,16,vel,0.9367429033261475,1.7094135963579797,5,6
peg_insert,16,acc,0.64651381564068,0.6600692173036318,4,6
peg_insert,16,ct,0.8371952955847302,1.588848708595516,3,5
peg_insert,17,pos,0.9960726847370174,4.720691361929149,6,6
peg_insert,17,vel,0.9428289777258989,1.781765298128739,5,6
peg_insert,17,acc,0.6352157897831019,0.6426719046610093,4,6
peg_insert,17,ct,0.813428611677239,1.546329407659537,3,5
peg_insert,18,pos,0.9966082518345338,4.759747373836066,6,6
peg_insert,18,vel,0.9433795773552172,1.7666762292592169,5,6
peg_insert,18,acc,0.6272242193230574,0.6319971556237001,4,6
peg_insert,18,ct,0.8549221068417684,1.6336078763298003,3,5
peg_insert,19,pos,0.9967435038471771,4.7540359298238695,6,6
peg_insert,19,vel,0.941509552338522,1.773069700288294,5,6
peg_insert,19,acc,0.6267874674449835,0.6357998436660856,4,6
peg_insert,19,ct,0.851590800976032,1.615642096471212,3,5
peg_insert,20,pos,0.9971928836587974,4.762264787507345,6,6
peg_insert,20,vel,0.9412164227038199,1.7562984929617298,5,6
peg_insert,20,acc,0.6305401300306331,0.6387331805768418,4,6
peg_insert,20,ct,0.7989205268622552,1.5362312632365631,3,5
peg_insert,21,pos,0.9974789574403012,4.781237758069439,6,6
peg_insert,21,vel,0.9404011989848553,1.752735541148743,5,6
peg_insert,21,acc,0.6300369070444524,0.6281897404387351,4,6
peg_insert,21,ct,0.854387406719978,1.6054190105019202,3,5
peg_insert,22,pos,0.99740247736087,4.824344782011577,6,6
peg_insert,22,vel,0.936695929550314,1.7070469240765926,5,6
peg_insert,22,acc,0.6136964298915469,0.6039483654107151,4,6
