task,layer,tau,metric,mean,sem,n
push,0,-4,tortuosity,3.1416003623621447,0.0914757406973369,30
push,0,-3,tortuosity,3.1032947896743575,0.08964908176256833,30
push,0,-2,tortuosity,3.05966060543848,0.08634160203136201,30
push,0,-1,tortuosity,3.01685396662716,0.0848069780553081,30
push,0,0,tortuosity,2.9708256108347917,0.08385455939661453,30
push,0,1,tortuosity,2.929223159368634,0.08308062827503014,30
push,0,2,tortuosity,2.8841988822936337,0.08111955088794637,30
push,0,3,tortuosity,2.8434085500321555,0.07952290417018677,30
push,0,4,tortuosity,2.8036905525792704,0.0773696460035867,30
push,0,5,tortuosity,2.768098296431491,0.07785157004988014,30
push,0,6,tortuosity,2.7387886441840625,0.07757108079067813,30
push,0,7,tortuosity,2.721147884098256,0.078653833582302,30
push,0,8,tortuosity,2.7134487971136556,0.07894481170558605,30
push,0,-8,pr,2.695182426770528,0.06632687171535065,30
push,0,-7,pr,2.6622451543807983,0.06467949614464347,30
push,0,-6,pr,2.6360846281051638,0.06337289522805198,30
push,0,-5,pr,2.6157424688339233,0.06196380052137408,30
push,0,-4,pr,2.6002841711044313,0.060477392810396796,30
push,0,-3,pr,2.5844162782033284,0.059917900969710405,30
push,0,-2,pr,2.5674946864446,0.06053854041949854,30
push,0,-1,pr,2.549834219614665,0.06158373910716919,30
push,0,0,pr,2.5332229932149253,0.0626728044350823,30
push,0,1,pr,2.516219178835551,0.06397516437680112,30
push,0,2,pr,2.499519920349121,0.0655190454761825,30
push,0,3,pr,2.4793777465820312,0.06726961892532017,30
push,0,4,pr,2.455772638320923,0.0691653508546703,30
push,0,5,pr,2.4319345315297443,0.07073847457220724,30
push,0,6,pr,2.4118940273920697,0.07249133337688381,30
push,0,7,pr,2.39944767554601,0.07373613238689451,30
push,0,8,pr,2.3961180647214255,0.07469774111889636,30
push,1,-8,speed,5.187215749422709,0.32218172622577596,30
push,1,-7,speed,5.042855858802795,0.31738808621157555,30
push,1,-6,speed,4.873886553446452,0.2721064323622784,30
push,1,-5,speed,5.058996518452962,0.33240628487409557,30
push,1,-4,speed,4.926492977142334,0.3111063253217923,30
push,1,-3,speed,4.776761690775554,0.31531322569899545,30
push,1,-2,speed,4.658672952651978,0.3101036026496904,30
push,1,-1,speed,4.712481824556987,0.3263747277118895,30
push,1,0,speed,4.790478547414144,0.3730112078246908,30
push,1,1,speed,4.62912347316742,0.32951176407688854,30
push,1,2,speed,4.60527016321818,0.3189908179430051,30
push,1,3,speed,4.41666476726532,0.30001530169042856,30
push,1,4,speed,5.4029689947764075,0.5696920478675058,30
push,1,5,speed,5.461175815264384,0.5666500594062294,30
push,1,6,speed,5.396383595466614,0.618455699279198,30
push,1,7,speed,5.241664290428162,0.5875622590367711,30
push,1,8,speed,5.440247877438863,0.5732347092306731,30
push,1,-8,curvature,2.0050512438563564,0.06867836551635627,30
push,1,-7,curvature,2.0201583258912525,0.06496043264066734,30
push,1,-6,curvature,2.0107720961169955,0.06868454347627755,30
push,1,-5,curvature,1.916500745961928,0.08432450051499928,30
push,1,-4,curvature,1.9377240951382473,0.07604148679417057,30
push,1,-3,curvature,1.968901188300914,0.07349095042932574,30
push,1,-2,curvature,1.912720659314605,0.08325741640360049,30
push,1,-1,curvature,1.9362197086731896,0.08264262660284367,30
push,1,0,curvature,1.9234145245654315,0.07694940607054145,30
push,1,1,curvature,1.8436057331709756,0.07789380275217163,30
push,1,2,curvature,1.8215017230965218,0.08724904897706001,30
push,1,3,curvature,1.8759615448785611,0.07222552137744542,30
push,1,4,curvature,2.0230884429216833,0.0825393702012268,30
push,1,5,curvature,1.9813866117006353,0.09101259384835587,30
push,1,6,curvature,1.8355543460266672,0.09588764769922833,30
push,1,7,curvature,1.9746382453959763,0.09340537262564974,30
push,1,8,curvature,1.9830001058841609,0.09202229678402725,30
push,1,-8,tortuosity,5.5376632188220745,0.3569367938521948,30
push,1,-7,tortuosity,5.199062548044438,0.2946643996721522,30
push,1,-6,tortuosity,5.154504104748982,0.244300949911271,30
push,1,-5,tortuosity,5.094297018052162,0.2833703447224237,30
push,1,-4,tortuosity,4.9567298329203675,0.23028156056782323,30
push,1,-3,tortuosity,4.90644140547631,0.26544188301970484,30
push,1,-2,tortuosity,4.764147517090779,0.22632590924831908,30
push,1,-1,tortuosity,4.615397351859179,0.26190531351073365,30
push,1,0,tortuosity,4.579492024114493,0.3222680824366521,30
push,1,1,tortuosity,4.444625949848639,0.3559729136045264,30
push,1,2,tortuosity,4.708002998412872,0.36714265032277066,30
push,1,3,tortuosity,4.328241229300686,0.30726383720319494,30
push,1,4,tortuosity,4.53675459890319,0.3528118337841259,30
push,1,5,tortuosity,4.4588453670151775,0.3247714601918413,30
push,1,6,tortuosity,4.746937309209092,0.44222799731977774,30
push,1,7,tortuosity,4.719183986302715,0.3549014319540217,30
push,1,8,tortuosity,5.066606974494338,0.5494155464897773,30
push,1,-8,pr,3.144047808647156,0.11863782810919984,30
push,1,-7,pr,3.1128180384635926,0.11989998483904384,30
push,1,-6,pr,3.0924883524576825,0.1313598693594729,30
push,1,-5,pr,3.0399334112803142,0.12836325408974125,30
push,1,-4,pr,3.08427902062734,0.11836697096796062,30
push,1,-3,pr,3.0256686727205913,0.11141726543256415,30
push,1,-2,pr,3.0160447478294374,0.11287550106359016,30
push,1,-1,pr,2.9962275942166645,0.1093383612922584,30
push,1,0,pr,2.9114476601282755,0.12213308679782112,30
push,1,1,pr,2.7701199491818747,0.12659977853208118,30
push,1,2,pr,2.742319961388906,0.12137106321051205,30
push,1,3,pr,2.6415294289588926,0.1324636537470541,30
push,1,4,pr,2.7072189927101133,0.13635460319192333,30
push,1,5,pr,2.727398920059204,0.13937648718679743,30
push,1,6,pr,2.6834381262461346,0.13307906631826708,30
push,1,7,pr,2.726157581806183,0.1179277389868923,30
push,1,8,pr,2.6840419371922812,0.1326278359456697,30
push,2,-8,speed,6.819240951538086,0.37570498519983225,30
push,2,-7,speed,6.683105818430582,0.4084937407515619,30
push,2,-6,speed,6.765038267771403,0.3952480239024223,30
push,2,-5,speed,6.981940031051636,0.4414257856029145,30
push,2,-4,speed,6.950798479715983,0.4052583655546658,30
push,2,-3,speed,6.954007991154989,0.38612631629634353,30
push,2,-2,speed,6.849587933222453,0.38503024158899857,30
push,2,-1,speed,7.074320236841838,0.4208149456037407,30
push,2,0,speed,6.966041541099548,0.42059083144842485,30
push,2,1,speed,6.777062853177388,0.4145652219006014,30
push,2,2,speed,6.813342920939127,0.40580915132275786,30
push,2,3,speed,6.632314197222391,0.3711584020411987,30
push,2,4,speed,7.49410564104716,0.5312727875305928,30
push,2,5,speed,7.396219158172608,0.596916405077389,30
push,2,6,speed,7.322512912750244,0.54150328551038,30
push,2,7,speed,7.5035220305124914,0.5510394753563864,30
push,2,8,speed,7.550533119837443,0.4792714491833264,30
push,2,-8,curvature,2.3364927690052033,0.04860463626854322,30
push,2,-7,curvature,2.358955806173634,0.047426443782889766,30
push,2,-6,curvature,2.3694020416714943,0.05228633508889292,30
push,2,-5,curvature,2.343771207459942,0.050819729225993496,30
push,2,-4,curvature,2.3106016901937667,0.05913855280845183,30
push,2,-3,curvature,2.4159395756305364,0.044710659224983594,30
push,2,-2,curvature,2.3785697616887513,0.05618872691771753,30
push,2,-1,curvature,2.329543704238199,0.0524118339847571,30
push,2,0,curvature,2.3549386475595075,0.04861990691782418,30
push,2,1,curvature,2.3010193930739513,0.055897801460681545,30
push,2,2,curvature,2.2309815471951846,0.06806788692218725,30
push,2,3,curvature,2.1871376885937033,0.06494008479764497,30
push,2,4,curvature,2.2601220024455126,0.0676731487687144,30
push,2,5,curvature,2.3233149188450444,0.06435921179316213,30
push,2,6,curvature,2.292670830289238,0.06614423325270322,30
push,2,7,curvature,2.401586257345072,0.06530423563233116,30
push,2,8,curvature,2.354986320619651,0.05327953123565196,30
push,2,-8,tortuosity,6.839612558466413,0.4120457842829343,30
push,2,-7,tortuosity,6.764940667710917,0.3332715011398187,30
push,2,-6,tortuosity,6.628441773459658,0.4134360425014335,30
push,2,-5,tortuosity,6.829630038168526,0.3433675454810431,30
push,2,-4,tortuosity,6.489809953755221,0.4220275759033235,30
push,2,-3,tortuosity,6.338699345766968,0.28354915174430445,30
push,2,-2,tortuosity,6.361759111464171,0.395446756042417,30
push,2,-1,tortuosity,6.279294386833956,0.32214735231600333,30
push,2,0,tortuosity,5.97846973975337,0.3881131522669511,30
push,2,1,tortuosity,5.792652209874896,0.3948961419605756,30
push,2,2,tortuosity,5.871356820772317,0.3923857387388294,30
push,2,3,tortuosity,5.681527509331829,0.37029644212221247,30
push,2,4,tortuosity,5.563288826122437,0.3182917121020111,30
push,2,5,tortuosity,6.031562662749754,0.3752479892264667,30
push,2,6,tortuosity,5.974148719577018,0.36313371596779714,30
push,2,7,tortuosity,5.876854010748082,0.27831683302203836,30
push,2,8,tortuosity,6.14260578439944,0.3952054471947455,30
push,2,-8,pr,3.0857810258865355,0.1279825754822199,30
push,2,-7,pr,3.0821696122487388,0.11565873776122329,30
push,2,-6,pr,3.029507279396057,0.12430851592344237,30
push,2,-5,pr,3.0151123285293577,0.12182520671983138,30
push,2,-4,pr,3.0094547708829245,0.11712392179690712,30
push,2,-3,pr,3.019843320051829,0.10927095207755924,30
push,2,-2,pr,2.987995982170105,0.11397402602828824,30
push,2,-1,pr,3.0583657304445904,0.11610260254684494,30
push,2,0,pr,3.0483559449513753,0.12834425634327498,30
push,2,1,pr,2.990891933441162,0.1322909067688056,30
push,2,2,pr,3.0231609582901,0.14144749804450285,30
push,2,3,pr,2.9244459589322407,0.14460612327993475,30
push,2,4,pr,2.958580187956492,0.14601216372254006,30
push,2,5,pr,2.9410619656244914,0.13919322318056188,30
push,2,6,pr,2.8875171264012653,0.1409338232579236,30
push,2,7,pr,2.9316383163134256,0.13095876879341425,30
push,2,8,pr,2.917394387722015,0.1460955339951663,30
push,3,-8,speed,5.805434838930766,0.2854912641361714,30
push,3,-7,speed,5.761296693483988,0.3090601171938234,30
push,3,-6,speed,5.786279511451721,0.30210693509005465,30
push,3,-5,speed,5.976534803708394,0.3417689146214221,30
push,3,-4,speed,5.909319051106771,0.30743855264156883,30
push,3,-3,speed,6.011040353775025,0.292942463768922,30
push,3,-2,speed,5.9140265862147015,0.29271685936169467,30
push,3,-1,speed,6.195381720860799,0.33660780526163053,30
push,3,0,speed,6.0211873054504395,0.330999529122204,30
push,3,1,speed,5.871571397781372,0.32852229282067624,30
push,3,2,speed,5.907581853866577,0.30788080673124857,30
push,3,3,speed,5.840791734059652,0.29474694200545115,30
push,3,4,speed,6.560274831453959,0.44509409782343745,30
push,3,5,speed,6.473548507690429,0.46705930378241683,30
push,3,6,speed,6.4069709300994875,0.4084961926428243,30
push,3,7,speed,6.613073563575744,0.43589153262299024,30
push,3,8,speed,6.624816981951396,0.3872861175218268,30
push,3,-8,curvature,2.2452797220333007,0.045487443787980766,30
push,3,-7,curvature,2.266711355919204,0.04547094922112446,30
push,3,-6,curvature,2.2619550872134386,0.050754033945420524,30
push,3,-5,curvature,2.2550767134549385,0.04581298315271618,30
push,3,-4,curvature,2.2249707501711335,0.054600142320407455,30
push,3,-3,curvature,2.3149372723505435,0.045559289573721025,30
push,3,-2,curvature,2.284290321213976,0.050966558739791584,30
push,3,-1,curvature,2.2361518233839797,0.04878747424850216,30
push,3,0,curvature,2.246907965632795,0.04872009305229823,30
push,3,1,curvature,2.200778616300366,0.052363059217665986,30
push,3,2,curvature,2.1539730772173504,0.06305668124056434,30
push,3,3,curvature,2.1133358707689838,0.06402977770185737,30
push,3,4,curvature,2.198661902229148,0.05851101911654927,30
push,3,5,curvature,2.2534548397527687,0.057063345723981564,30
push,3,6,curvature,2.234161752194594,0.05716576446368817,30
push,3,7,curvature,2.31964529484531,0.061488181293592965,30
push,3,8,curvature,2.2935721892018393,0.04887086670696018,30
push,3,-8,tortuosity,6.1828383332709915,0.33545950551907616,30
push,3,-7,tortuosity,6.167749506022961,0.30502342330788473,30
push,3,-6,tortuosity,6.035419796780501,0.32818140080843594,30
push,3,-5,tortuosity,6.17206252619772,0.2840975220361536,30
push,3,-4,tortuosity,5.9652926984523775,0.33982604217215523,30
push,3,-3,tortuosity,5.839673633213625,0.24802854813748496,30
push,3,-2,tortuosity,5.890105651288975,0.32467080042163077,30
push,3,-1,tortuosity,5.639828634771772,0.24127951599450054,30
push,3,0,tortuosity,5.484452099741012,0.30041201136660145,30
push,3,1,tortuosity,5.1999084263879105,0.2806357374340076,30
push,3,2,tortuosity,5.316187002247466,0.3036331003372768,30
push,3,3,tortuosity,5.12140050005675,0.26917698921815847,30
push,3,4,tortuosity,5.120954508030857,0.259070833375852,30
push,3,5,tortuosity,5.478357950969857,0.25748220688706686,30
push,3,6,tortuosity,5.498802005003607,0.2923923688186882,30
push,3,7,tortuosity,5.502491788594301,0.23392064260589085,30
push,3,8,tortuosity,5.707708614569819,0.32976289187718677,30
push,3,-8,pr,3.3396349708239237,0.10652365667177523,30
push,3,-7,pr,3.3335480133692426,0.09695253711300954,30
push,3,-6,pr,3.302357800801595,0.10522266971928036,30
push,3,-5,pr,3.293668548266093,0.10011856648197905,30
push,3,-4,pr,3.2817943811416628,0.10141335355821365,30
push,3,-3,pr,3.273344707489014,0.09188342336982247,30
push,3,-2,pr,3.2194408337275187,0.09308344136364179,30
push,3,-1,pr,3.240404216448466,0.09853220074364669,30
push,3,0,pr,3.1905170679092407,0.10935568871772079,30
push,3,1,pr,3.116389294465383,0.12147073199071791,30
push,3,2,pr,3.112381978829702,0.1278834744040016,30
push,3,3,pr,3.025989663600922,0.12871803275147684,30
push,3,4,pr,3.0496118466059365,0.1289104032743396,30
push,3,5,pr,3.048425889015198,0.124237203831755,30
push,3,6,pr,3.0125261465708415,0.12140280935054588,30
push,3,7,pr,3.03967653910319,0.11149059413043871,30
push,3,8,pr,3.0386977910995485,0.13365224070383944,30
push,4,-8,speed,5.737119158109029,0.23268142345923176,30
push,4,-7,speed,5.781190800666809,0.26750677519638594,30
push,4,-6,speed,5.758206518491109,0.23840045911554406,30
push,4,-5,speed,5.87613939444224,0.2861418029016397,30
push,4,-4,speed,5.741042478879293,0.23825475075521396,30
push,4,-3,speed,5.892006301879883,0.24594320887119614,30
push,4,-2,speed,5.809995635350545,0.22955509298370222,30
push,4,-1,speed,6.013034741083781,0.2849193450477311,30
push,4,0,speed,5.844389470418294,0.23539041283774997,30
push,4,1,speed,5.751300287246704,0.23436438631316228,30
push,4,2,speed,5.689241806666057,0.22404075165125656,30
push,4,3,speed,5.639074397087097,0.2210298787035175,30
push,4,4,speed,6.255268383026123,0.3501693550604997,30
push,4,5,speed,6.319074074427287,0.36835258703170054,30
push,4,6,speed,6.188388188680013,0.28750302511981163,30
push,4,7,speed,6.513158718744914,0.32557794970464016,30
push,4,8,speed,6.344564898808797,0.29533271863169835,30
push,4,-8,curvature,2.1923639077206705,0.04444176286855404,30
push,4,-7,curvature,2.1970774646865325,0.04258301364991405,30
push,4,-6,curvature,2.2019659423955718,0.04405979099018011,30
push,4,-5,curvature,2.1986218520170544,0.0400059474664856,30
push,4,-4,curvature,2.149009493382737,0.049766807811837815,30
push,4,-3,curvature,2.220406771072285,0.0409559502029491,30
push,4,-2,curvature,2.177554825678223,0.043828711725900006,30
push,4,-1,curvature,2.1573661513458378,0.04037471846438854,30
push,4,0,curvature,2.1665171421693765,0.04034005471741984,30
push,4,1,curvature,2.120546949634641,0.040787457597309396,30
push,4,2,curvature,2.075112212893692,0.04714835971876114,30
push,4,3,curvature,2.0501839431343316,0.048076933380251374,30
push,4,4,curvature,2.134416126482935,0.046156286804196166,30
push,4,5,curvature,2.1784592650734127,0.048783009061678644,30
push,4,6,curvature,2.161542452082065,0.04972754293862675,30
push,4,7,curvature,2.231381748527824,0.04498675219804956,30
push,4,8,curvature,2.217437931878251,0.04038358765555255,30
push,4,-8,tortuosity,5.972950282729964,0.2690479947767456,30
push,4,-7,tortuosity,5.879975242195766,0.256259862284264,30
push,4,-6,tortuosity,5.759018483715272,0.2665367598427796,30
push,4,-5,tortuosity,5.7089290109682045,0.2244495144692414,30
push,4,-4,tortuosity,5.568081040810795,0.2504361039054707,30
push,4,-3,tortuosity,5.396697049342749,0.17943686855049978,30
push,4,-2,tortuosity,5.449731603970062,0.22697967445051354,30
push,4,-1,tortuosity,5.243570595637669,0.159545390193139,30
push,4,0,tortuosity,5.085091073179948,0.2238715717063533,30
push,4,1,tortuosity,4.8158935944501815,0.19972400954530994,30
push,4,2,tortuosity,4.893049860386416,0.21450301147704104,30
push,4,3,tortuosity,4.803669532926912,0.20181173469520874,30
push,4,4,tortuosity,4.737170039173859,0.17309562767353218,30
push,4,5,tortuosity,5.000989088335107,0.16486282474891623,30
push,4,6,tortuosity,5.093334484767554,0.21726464618736857,30
push,4,7,tortuosity,5.201442727999913,0.1792333142958294,30
push,4,8,tortuosity,5.364629270672465,0.24871525695114258,30
push,4,-8,pr,3.621950928370158,0.10310219634559269,30
push,4,-7,pr,3.60108007589976,0.09727018401398003,30
push,4,-6,pr,3.5852596124013263,0.09694584162751706,30
push,4,-5,pr,3.5560906330744424,0.0895336904312767,30
push,4,-4,pr,3.5312411785125732,0.09201489859083001,30
push,4,-3,pr,3.486894432703654,0.08129308905878659,30
push,4,-2,pr,3.44845179716746,0.08265548961356743,30
push,4,-1,pr,3.4517640908559164,0.0844840359009683,30
push,4,0,pr,3.407736039161682,0.09913014697325,30
push,4,1,pr,3.352143486340841,0.11829044573387121,30
push,4,2,pr,3.3464102546374,0.1310923409219775,30
push,4,3,pr,3.240783973534902,0.12003299774186213,30
push,4,4,pr,3.2613633076349893,0.11942810118794485,30
push,4,5,pr,3.276032741864522,0.1073216681194182,30
push,4,6,pr,3.2683660268783568,0.10559445217023741,30
push,4,7,pr,3.315714693069458,0.09179976755075897,30
push,4,8,pr,3.2970536947250366,0.10876723054810755,30
push,5,-8,speed,5.437860910097758,0.22559382619363938,30
push,5,-7,speed,5.488516982396444,0.261659995332497,30
push,5,-6,speed,5.480973323186238,0.22517153859381045,30
push,5,-5,speed,5.665716131528218,0.2727036520482009,30
push,5,-4,speed,5.496047290166219,0.2242456128909401,30
push,5,-3,speed,5.662853129704794,0.2514122101921254,30
push,5,-2,speed,5.538524945576985,0.21014114475311585,30
push,5,-1,speed,5.748420095443725,0.26525059624359215,30
push,5,0,speed,5.538641389211019,0.1807943448952294,30
push,5,1,speed,5.481016047795614,0.1889486294888267,30
push,5,2,speed,5.42260627746582,0.1877141885865923,30
push,5,3,speed,5.395881032943725,0.17943856206273334,30
push,5,4,speed,5.910751167933146,0.30345443552671714,30
push,5,5,speed,6.010223642985026,0.31912743609605343,30
push,5,6,speed,5.861404959360758,0.23298105422120724,30
push,5,7,speed,6.197478405634562,0.27034733188194876,30
push,5,8,speed,5.9629406770070394,0.26894038406870713,30
push,5,-8,curvature,2.110581835318766,0.042934456160683525,30
push,5,-7,curvature,2.1090593928995385,0.04261952301859147,30
push,5,-6,curvature,2.111894456436111,0.04077785540120843,30
push,5,-5,curvature,2.1065173414437828,0.03888808565192622,30
push,5,-4,curvature,2.056509898622073,0.04696859128545109,30
push,5,-3,curvature,2.1008397361484574,0.04187437192903544,30
push,5,-2,curvature,2.0693414103793986,0.041858779665712255,30
push,5,-1,curvature,2.055113310402487,0.03933721212021931,30
push,5,0,curvature,2.0580648166724425,0.036717315814294035,30
push,5,1,curvature,2.0148324243057463,0.038564967532655,30
push,5,2,curvature,1.9745667892238603,0.038721846035364875,30
push,5,3,curvature,1.9436084600338814,0.041506378862068,30
push,5,4,curvature,2.048427581408626,0.04018593947138024,30
push,5,5,curvature,2.0789454821065134,0.04554299278080916,30
push,5,6,curvature,2.086002131982068,0.04584630779355036,30
push,5,7,curvature,2.1267074262229864,0.042611526697991495,30
push,5,8,curvature,2.1155636302980434,0.03679534360778744,30
push,5,-8,tortuosity,5.5684912120073635,0.25022771287376444,30
push,5,-7,tortuosity,5.457137963142952,0.22311271608706684,30
push,5,-6,tortuosity,5.350573163574158,0.24955048856473355,30
push,5,-5,tortuosity,5.215304476267298,0.2001803984841338,30
push,5,-4,tortuosity,5.0936114591704085,0.2222671162322746,30
push,5,-3,tortuosity,4.898406959872529,0.15364969081220037,30
push,5,-2,tortuosity,4.911534442442158,0.18758724760672235,30
push,5,-1,tortuosity,4.738955148332063,0.12312547582521158,30
push,5,0,tortuosity,4.5969054095419555,0.17856883682078728,30
push,5,1,tortuosity,4.315871556042987,0.1392962275575125,30
push,5,2,tortuosity,4.394738115821221,0.15676260136554704,30
push,5,3,tortuosity,4.3628356603271214,0.1550157391243093,30
push,5,4,tortuosity,4.320939945113806,0.13842677628025007,30
push,5,5,tortuosity,4.531992816893986,0.12769475405844288,30
push,5,6,tortuosity,4.63525397127407,0.1804966892636042,30
push,5,7,tortuosity,4.7294815907925845,0.1508074015029147,30
push,5,8,tortuosity,4.874858056536103,0.21106760417119078,30
push,5,-8,pr,3.6761155207951863,0.10141527405412504,30
push,5,-7,pr,3.6617446025212605,0.09950290158535563,30
push,5,-6,pr,3.6062137285868325,0.0943174596620937,30
push,5,-5,pr,3.536441508928935,0.08313112668003825,30
push,5,-4,pr,3.489548945426941,0.08993769535084119,30
push,5,-3,pr,3.421137555440267,0.07952505591593441,30
push,5,-2,pr,3.3794391711552936,0.08312799111470233,30
push,5,-1,pr,3.35829709370931,0.0776023857093995,30
push,5,0,pr,3.312021176020304,0.08786487458010084,30
push,5,1,pr,3.2636322180430093,0.10770865545013406,30
push,5,2,pr,3.2517043948173523,0.12357345275613449,30
push,5,3,pr,3.1669275720914203,0.11298062884490202,30
push,5,4,pr,3.1516032656033834,0.10755429580270684,30
push,5,5,pr,3.18668049176534,0.10096633906220723,30
push,5,6,pr,3.2384586493174234,0.10708000474654053,30
push,5,7,pr,3.3016139109929403,0.09195771164486806,30
push,5,8,pr,3.27335041364034,0.09867074610671348,30
push,6,-8,speed,5.658415619532267,0.17080076934519095,30
push,6,-7,speed,5.786567735671997,0.20537461079837463,30
push,6,-6,speed,5.853754711151123,0.17532453020288638,30
push,6,-5,speed,5.990863831837972,0.23412991222739835,30
push,6,-4,speed,5.9484360376993815,0.16342918991363442,30
push,6,-3,speed,6.100521977742513,0.1931521073887461,30
push,6,-2,speed,6.083277066548665,0.17935057895647147,30
push,6,-1,speed,6.3270403703053795,0.2053189819599568,30
push,6,0,speed,6.201001485188802,0.1494517470386406,30
push,6,1,speed,6.203362210591634,0.1531280073977734,30
push,6,2,speed,6.104645252227783,0.14275492300757558,30
push,6,3,speed,6.136574077606201,0.1635293196301843,30
push,6,4,speed,6.395539538065592,0.24210507934053327,30
push,6,5,speed,6.609968805313111,0.2430411618182723,30
push,6,6,speed,6.408226219813029,0.20563026160779677,30
push,6,7,speed,6.809649006525675,0.2273077344110214,30
push,6,8,speed,6.455184539159139,0.21735459384204128,30
push,6,-8,curvature,2.0267214394953688,0.03151240551819268,30
push,6,-7,curvature,2.0270883327328666,0.03271992121213004,30
push,6,-6,curvature,2.0079274386705217,0.03127598028608489,30
push,6,-5,curvature,2.000815759197296,0.03162175366353682,30
push,6,-4,curvature,1.9659783396975028,0.034106610685844564,30
push,6,-3,curvature,1.9741873777934855,0.031033902700125463,30
push,6,-2,curvature,1.9479339978944834,0.03279662062738176,30
push,6,-1,curvature,1.918236389012417,0.031446803862299415,30
push,6,0,curvature,1.9191756442310264,0.031126597299839392,30
push,6,1,curvature,1.8779100771525272,0.032473738372048075,30
push,6,2,curvature,1.8587982798212181,0.030110063641735428,30
push,6,3,curvature,1.819836342052826,0.033077306680325394,30
push,6,4,curvature,1.9260144564433854,0.032315790366121304,30
push,6,5,curvature,1.9139566297406758,0.0372720846721616,30
push,6,6,curvature,1.9302513794741456,0.03675034654053813,30
push,6,7,curvature,1.9647898029311508,0.037893453661936284,30
push,6,8,curvature,1.983779430294327,0.02969896346335829,30
push,6,-8,tortuosity,5.18596433159054,0.15045054075786038,30
push,6,-7,tortuosity,5.060250545524356,0.1267359601624576,30
push,6,-6,tortuosity,4.945887088777732,0.14681747921617513,30
push,6,-5,tortuosity,4.882115310940561,0.12072969367834496,30
push,6,-4,tortuosity,4.7748086032800305,0.1409878662824492,30
push,6,-3,tortuosity,4.62786488951798,0.11610264475871643,30
push,6,-2,tortuosity,4.547847273937736,0.12146859941699352,30
push,6,-1,tortuosity,4.355212543268849,0.09394199617913117,30
push,6,0,tortuosity,4.226903559220096,0.12180816758084144,30
push,6,1,tortuosity,4.008016599338557,0.09977743959868617,30
push,6,2,tortuosity,4.082451227501671,0.11928906265830533,30
push,6,3,tortuosity,4.0325134330095125,0.09649994352182781,30
push,6,4,tortuosity,4.035091559789347,0.10521214108686452,30
push,6,5,tortuosity,4.089764206435758,0.09335141865164526,30
push,6,6,tortuosity,4.123787093640256,0.13420272499684568,30
push,6,7,tortuosity,4.191751607234303,0.11993421239305466,30
push,6,8,tortuosity,4.301135017259539,0.1521449895950443,30
push,6,-8,pr,3.9950679620107015,0.08323793054005407,30
push,6,-7,pr,3.901117380460103,0.0811243837515257,30
push,6,-6,pr,3.8008512020111085,0.0725562969199726,30
push,6,-5,pr,3.743190630276998,0.07031429406467128,30
push,6,-4,pr,3.6842886447906493,0.08117621819500408,30
push,6,-3,pr,3.5856224139531454,0.082376199558595,30
push,6,-2,pr,3.4565211137135825,0.0871299339536512,30
push,6,-1,pr,3.3353614966074625,0.08750794567435244,30
