task,layer,slot,target,r2_mean,r2_std
push,10,1,contact_flag,0.42435539364814756,0.14698971802654054
push,10,1,contact_force_log1p_mag,0.15280307531356813,0.3870279640390536
push,10,2,ee_position,0.8764959454536438,0.14049135950299277
push,10,2,ee_velocity,0.7929410696029663,0.06771075117637945
push,10,2,ee_acceleration,-0.5078280687332153,0.20779792806533212
push,10,2,contact_flag,0.34180414751172067,0.19114528541217407
push,10,2,contact_force_log1p_mag,-0.05121880769729614,0.5047836628479253
push,10,3,ee_position,0.8786710858345032,0.14605252275818204
push,10,3,ee_velocity,0.8129053592681885,0.05507572624260683
push,10,3,ee_acceleration,-0.537897938489914,0.18568432345132946
push,10,3,contact_flag,0.426370894908905,0.1743303753014991
push,10,3,contact_force_log1p_mag,0.12032227516174317,0.4081448161337009
push,10,4,ee_position,0.8839537262916565,0.13513103373690996
push,10,4,ee_velocity,0.8357303142547607,0.05833220554474783
push,10,4,ee_acceleration,-0.5530534386634827,0.2631197037286117
push,10,4,contact_flag,0.3981717526912689,0.1636914231821126
push,10,4,contact_force_log1p_mag,0.11750741004943847,0.44196042520524886
push,10,5,ee_position,0.8867954015731812,0.12969415322170702
push,10,5,ee_velocity,0.8637452363967896,0.04739374375918707
push,10,5,ee_acceleration,-0.449754998087883,0.3166633608481157
push,10,5,contact_flag,0.3295038044452667,0.22349499584314142
push,10,5,contact_force_log1p_mag,-0.03108956813812256,0.5298866233103864
push,10,6,ee_position,0.8785266995429992,0.14747599380114704
push,10,6,ee_velocity,0.8757146835327149,0.037958536070039905
push,10,6,ee_acceleration,-0.3412786588072777,0.2788087454405493
push,10,6,contact_flag,0.18690824508666992,0.3258347832237215
push,10,6,contact_force_log1p_mag,-0.11098973751068116,0.5928237124595078
push,10,7,ee_position,0.8553854465484619,0.1758287115766886
