task,layer,target,scheme,scheme_param,r2_mean,r2_std
push,5,contact_force_log1p_mag,single_slot,7,0.20048614740371704,0.3309408170124913
push,5,contact_force_log1p_mag,prefix,0,-0.1796802282333374,0.6349225740385543
push,5,contact_force_log1p_mag,prefix,3,-0.3707646131515503,0.5806034803270338
push,5,contact_force_log1p_mag,prefix,7,-0.4618734955787659,0.663073133211761
push,5,contact_force_log1p_mag,reverse,-1,-0.466051721572876,0.6643271248952313
push,5,contact_force_log1p_mag,random_global_perm,-1,-0.4626724362373352,0.6630344172628062
push,5,contact_force_log1p_mag,random_per_sample,-2,-0.17772095203399657,0.5104437352865603
push,8,ee_acceleration,baseline_full,-1,-1.4765233039855956,0.2147114954249486
push,8,ee_acceleration,mean_over_slots,-1,-1.1965758323669433,0.6887464836013717
push,8,ee_acceleration,single_slot,0,-0.5708748400211334,0.23018355642107766
push,8,ee_acceleration,single_slot,3,-0.4816472798585892,0.21994415101737974
push,8,ee_acceleration,single_slot,7,-0.18589439280331135,0.17231461794165043
push,8,ee_acceleration,prefix,0,-0.5706213176250458,0.23068524138530547
push,8,ee_acceleration,prefix,3,-2.047559309005737,0.2871900635866614
push,8,ee_acceleration,prefix,7,-1.4765233039855956,0.2147114954249486
push,8,ee_acceleration,reverse,-1,-1.4733439922332763,0.20560567825950715
push,8,ee_acceleration,random_global_perm,-1,-1.4691028594970703,0.22324799206695872
push,8,ee_acceleration,random_per_sample,-2,-1.868843412399292,0.5469037992035365
push,8,obj_acceleration,baseline_full,-1,-2.8894136428833006,1.1260500444987043
push,8,obj_acceleration,mean_over_slots,-1,-1.11070516705513,0.5611065184246969
push,8,obj_acceleration,single_slot,0,-0.7283174276351929,0.31665743154730575
push,8,obj_acceleration,single_slot,3,-0.7152642428874969,0.26959752900317596
push,8,obj_acceleration,single_slot,7,-0.4583591938018799,0.23844279313615113
push,8,obj_acceleration,prefix,0,-0.7286521077156067,0.3167689765454605
push,8,obj_acceleration,prefix,3,-3.050789213180542,1.172215972985756
push,8,obj_acceleration,prefix,7,-2.8894136428833006,1.1260500444987043
push,8,obj_acceleration,reverse,-1,-2.9201587677001952,1.1219282741238534
push,8,obj_acceleration,random_global_perm,-1,-2.943336296081543,1.184552159554578
push,8,obj_acceleration,random_per_sample,-2,-2.176139235496521,0.8060198096685401
push,8,contact_flag,baseline_full,-1,-0.07666640281677246,0.3396255380536944
push,8,contact_flag,mean_over_slots,-1,0.22941532135009765,0.21955435550762223
push,8,contact_flag,single_slot,0,0.35582310557365415,0.1259894272151221
push,8,contact_flag,single_slot,3,0.35602962973061947,0.19963930917858577
push,8,contact_flag,single_slot,7,0.35826907157897947,0.24883487841387486
push,8,contact_flag,prefix,0,0.3556714504957199,0.12568370167038523
