task,layer,target,condition_type,condition_value,n_windows,r2_mean,r2_std
reach,9,ee_position,phase,phase=7,13208,0.7688654899597168,0.06987161166869246
reach,9,ee_position,phase,phase=0,892,-7.42007474899292,15.138698514440568
reach,9,ee_velocity,all,all,14100,-0.7634034633636475,0.11271120752274981
reach,9,ee_velocity,phase,phase=7,13208,-0.8341639399528503,0.08860996623367384
reach,9,ee_velocity,phase,phase=0,892,-2.5134409211575983,3.8678307887307013
reach,9,ee_acceleration,all,all,14100,-0.6472324967384339,0.09692921514738538
reach,9,ee_acceleration,phase,phase=7,13208,-0.7958201050758362,0.16439657510292321
reach,9,ee_acceleration,phase,phase=0,892,-16.24939880371094,12.796665697723528
reach,10,ee_position,all,all,14100,0.7728230237960816,0.03221547082227558
reach,10,ee_position,phase,phase=7,13208,0.7968754887580871,0.06249685660623434
reach,10,ee_position,phase,phase=0,892,-5.414564740657807,11.664514365878327
reach,10,ee_velocity,all,all,14100,-0.7437133371829987,0.29873388282100255
reach,10,ee_velocity,phase,phase=7,13208,-1.0786857843399047,0.4007727671061294
reach,10,ee_velocity,phase,phase=0,892,-1.4215237433556467,2.92908140533307
reach,10,ee_acceleration,all,all,14100,-0.49454672932624816,0.12766080491408474
reach,10,ee_acceleration,phase,phase=7,13208,-0.7260091543197632,0.1607086790742071
reach,10,ee_acceleration,phase,phase=0,892,-12.303627514839173,10.215263848986456
reach,11,ee_position,all,all,14100,0.7803910255432129,0.05966554584923196
reach,11,ee_position,phase,phase=7,13208,0.811719536781311,0.04059856910491347
reach,11,ee_position,phase,phase=0,892,-5.465656936168671,11.474530212103598
reach,11,ee_velocity,all,all,14100,-0.9202322244644165,0.2115745421769573
reach,11,ee_velocity,phase,phase=7,13208,-1.0571283459663392,0.322404976012809
reach,11,ee_velocity,phase,phase=0,892,-0.7437420029193162,1.230139024808207
reach,11,ee_acceleration,all,all,14100,-0.559333086013794,0.14661250107569984
reach,11,ee_acceleration,phase,phase=7,13208,-0.5929892241954804,0.12662744368835316
reach,11,ee_acceleration,phase,phase=0,892,-10.029352498054504,5.862658741334569
reach,12,ee_position,all,all,14100,0.7693557977676392,0.05519065905864028
reach,12,ee_position,phase,phase=7,13208,0.8002700448036194,0.07052445166224458
reach,12,ee_position,phase,phase=0,892,-6.946841132640839,14.401485986113563
reach,12,ee_velocity,all,all,14100,-0.9638004779815674,0.3148685366347108
reach,12,ee_velocity,phase,phase=7,13208,-1.172664511203766,0.25283759305570597
reach,12,ee_velocity,phase,phase=0,892,-1.1073361322283746,1.7591846979060444
reach,12,ee_acceleration,all,all,14100,-0.5695622146129609,0.1628929959007136
reach,12,ee_acceleration,phase,phase=7,13208,-0.5721385776996613,0.09581113157744656
reach,12,ee_acceleration,phase,phase=0,892,-15.892718029022216,8.826018731602314
reach,13,ee_position,all,all,14100,0.8234126091003418,0.03281948676243535
reach,13,ee_position,phase,phase=7,13208,0.8363296747207641,0.054141098970536074
reach,13,ee_position,phase,phase=0,892,-0.4947601675987244,1.9104774596134628
reach,13,ee_velocity,all,all,14100,-0.40137607157230376,0.15128785274366063
reach,13,ee_velocity,phase,phase=7,13208,-0.5030664086341858,0.19193919207631618
reach,13,ee_velocity,phase,phase=0,892,-1.3151043713092805,2.6221707546251816
reach,13,ee_acceleration,all,all,14100,-0.42227470874786377,0.11537817500980577
reach,13,ee_acceleration,phase,phase=7,13208,-0.4993963897228241,0.13928591216828923
reach,13,ee_acceleration,phase,phase=0,892,-10.476061761379242,8.156548204449106
reach,14,ee_position,all,all,14100,0.8350841999053955,0.034430821831628884
reach,14,ee_position,phase,phase=7,13208,0.8524568319320679,0.03947720807449784
reach,14,ee_position,phase,phase=0,892,-0.6333657741546631,2.1594181349417676
reach,14,ee_velocity,all,all,14100,-0.34787158071994784,0.15549067302361938
reach,14,ee_velocity,phase,phase=7,13208,-0.44746353328227995,0.18938673233128145
reach,14,ee_velocity,phase,phase=0,892,-0.041055348515510556,0.7661460908686116
reach,14,ee_acceleration,all,all,14100,-0.4049418389797211,0.20965123933241797
reach,14,ee_acceleration,phase,phase=7,13208,-0.44383679926395414,0.21076396987910748
reach,14,ee_acceleration,phase,phase=0,892,-5.38100118637085,2.9953418369633154
reach,15,ee_position,all,all,14100,0.8614734053611756,0.039892759034235024
reach,15,ee_position,phase,phase=7,13208,0.8612619280815125,0.04126819366374247
reach,15,ee_position,phase,phase=0,892,0.24241059869527817,0.847284125068188
reach,15,ee_velocity,all,all,14100,-0.3717461884021759,0.040131112272353754
reach,15,ee_velocity,phase,phase=7,13208,-0.572763878107071,0.298083470674907
reach,15,ee_velocity,phase,phase=0,892,-0.24623617713805288,1.1633397665819325
reach,15,ee_acceleration,all,all,14100,-0.3858529895544052,0.14378670710671657
reach,15,ee_acceleration,phase,phase=7,13208,-0.3910520851612091,0.1595447066703612
reach,15,ee_acceleration,phase,phase=0,892,-7.195326113700867,5.290151699670519
reach,16,ee_position,all,all,14100,0.8444389581680298,0.041228894398314564
reach,16,ee_position,phase,phase=7,13208,0.8675143122673035,0.04443678711820964
reach,16,ee_position,phase,phase=0,892,-2.0430821657180784,5.236075440943912
reach,16,ee_velocity,all,all,14100,-0.16772096902132033,0.1752693734656351
reach,16,ee_velocity,phase,phase=7,13208,-0.19511952102184296,0.181678866358341
reach,16,ee_velocity,phase,phase=0,892,-0.30084638595581054,1.4988460797278715
reach,16,ee_acceleration,all,all,14100,-0.3130502462387085,0.12741956792630563
reach,16,ee_acceleration,phase,phase=7,13208,-0.37307236790657045,0.12376864279563063
reach,16,ee_acceleration,phase,phase=0,892,-10.476775765419006,9.012757487001355
reach,17,ee_position,all,all,14100,0.8650685787200928,0.03331913098085887
reach,17,ee_position,phase,phase=7,13208,0.8857199072837829,0.04296263272252382
reach,17,ee_position,phase,phase=0,892,-2.5819256782531737,5.457939655025638
reach,17,ee_velocity,all,all,14100,-0.25845552012324335,0.1829671934789476
reach,17,ee_velocity,phase,phase=7,13208,-0.22769274413585663,0.09244944819141118
reach,17,ee_velocity,phase,phase=0,892,0.207296222448349,0.5934886313094855
reach,17,ee_acceleration,all,all,14100,-0.37556624561548235,0.21156246085597957
reach,17,ee_acceleration,phase,phase=7,13208,-0.39965097308158876,0.07795986927406152
reach,17,ee_acceleration,phase,phase=0,892,-6.906374073028564,4.579717467113209
reach,18,ee_position,all,all,14100,0.8748512625694275,0.023883889617682143
reach,18,ee_position,phase,phase=7,13208,0.8844606280326843,0.043197128863864086
reach,18,ee_position,phase,phase=0,892,-2.0566647171974184,5.131239593716835
reach,18,ee_velocity,all,all,14100,-0.2723043292760849,0.11080759854770793
reach,18,ee_velocity,phase,phase=7,13208,-0.3382651463150978,0.16055972484199613
reach,18,ee_velocity,phase,phase=0,892,0.16028747260570525,0.608203661815939
reach,18,ee_acceleration,all,all,14100,-0.27755440175533297,0.05345072281419318
reach,18,ee_acceleration,phase,phase=7,13208,-0.40833459198474886,0.1488722007766533
reach,18,ee_acceleration,phase,phase=0,892,-5.705075323581696,2.9748141463579683
reach,19,ee_position,all,all,14100,0.8797530412673951,0.031209056549154873
reach,19,ee_position,phase,phase=7,13208,0.8950121641159058,0.029273107854887532
reach,19,ee_position,phase,phase=0,892,-0.6267485678195953,2.6890950872484107
reach,19,ee_velocity,all,all,14100,-0.09663169626146555,0.07262482789914555
reach,19,ee_velocity,phase,phase=7,13208,-0.16459156088531018,0.18734519571344485
reach,19,ee_velocity,phase,phase=0,892,0.13632327020168306,0.49242561159058146
reach,19,ee_acceleration,all,all,14100,-0.36835103034973143,0.11158788878473413
reach,19,ee_acceleration,phase,phase=7,13208,-0.3432493329048157,0.06794550040422355
reach,19,ee_acceleration,phase,phase=0,892,-9.689872014522553,9.237318682479406
reach,20,ee_position,all,all,14100,0.8798689842224121,0.014386311014172619
reach,20,ee_position,phase,phase=7,13208,0.8883531332015991,0.04385566414305962
reach,20,ee_position,phase,phase=0,892,-2.172101676464081,5.473297813764746
reach,20,ee_velocity,all,all,14100,-0.13649749904870986,0.1452514485018032
reach,20,ee_velocity,phase,phase=7,13208,-0.2783899649977684,0.1257175626976989
reach,20,ee_velocity,phase,phase=0,892,0.1549086570739746,0.5901773924924553
reach,20,ee_acceleration,all,all,14100,-0.33232746124267576,0.06886772133428949
reach,20,ee_acceleration,phase,phase=7,13208,-0.32401920258998873,0.11300404738374721
reach,20,ee_acceleration,phase,phase=0,892,-8.510904335975647,5.665611432016779
reach,21,ee_position,all,all,14100,0.8562381505966187,0.04159343848662361
reach,21,ee_position,phase,phase=7,13208,0.8804543137550354,0.04571629102915413
reach,21,ee_position,phase,phase=0,892,-1.812968710064888,5.013093617220915
reach,21,ee_velocity,all,all,14100,-0.12758263498544692,0.10881850512838052
reach,21,ee_velocity,phase,phase=7,13208,-0.2820263832807541,0.08204607707897014
reach,21,ee_velocity,phase,phase=0,892,-0.998982846736908,2.642124905340638
reach,21,ee_acceleration,all,all,14100,-0.3002284437417984,0.11088130226853304
reach,21,ee_acceleration,phase,phase=7,13208,-0.3031827747821808,0.03957914553910274
reach,21,ee_acceleration,phase,phase=0,892,-4.389148235321045,1.9042275649649574
reach,22,ee_position,all,all,14100,0.8467943906784058,0.04751674524588685
reach,22,ee_position,phase,phase=7,13208,0.8885132312774658,0.04265356549599511
reach,22,ee_position,phase,phase=0,892,-0.30876322388648986,2.0716046078306816
reach,22,ee_velocity,all,all,14100,-0.15370750203728675,0.12312233651270302
reach,22,ee_velocity,phase,phase=7,13208,-0.1818903078790754,0.12247369073450773
reach,22,ee_velocity,phase,phase=0,892,-0.12925915718078612,0.9112037932720296
reach,22,ee_acceleration,all,all,14100,-0.3167643576860428,0.059046867729980336
reach,22,ee_acceleration,phase,phase=7,13208,-0.3239819914102554,0.09702480807371161
reach,22,ee_acceleration,phase,phase=0,892,-6.714421570301056,4.433285148535325
reach,23,ee_position,all,all,14100,0.8516814947128296,0.04828733777402626
reach,23,ee_position,phase,phase=7,13208,0.8893500328063965,0.038658783975166464
reach,23,ee_position,phase,phase=0,892,0.01715601086616516,1.459961676545228
reach,23,ee_velocity,all,all,14100,-0.21900697350502013,0.12424441348226269
reach,23,ee_velocity,phase,phase=7,13208,-0.1750010922551155,0.13129837296858465
reach,23,ee_velocity,phase,phase=0,892,0.11323971152305604,0.5115664296746217
reach,23,ee_acceleration,all,all,14100,-0.26366240382194517,0.0570413053477752
reach,23,ee_acceleration,phase,phase=7,13208,-0.27243122905492784,0.09489147678472688
reach,23,ee_acceleration,phase,phase=0,892,-5.212870502471924,3.9128308756619896
drawer,0,ee_position,all,all,16800,0.8836140871047974,0.011756243137780148
drawer,0,ee_position,contact,0,5676,0.7377642869949341,0.14942623360098375
drawer,0,ee_position,contact,1,11124,0.9124615550041199,0.012592392899367049
drawer,0,ee_position,contact_phase3,during,15169,0.8893116235733032,0.017075923771807194
drawer,0,ee_position,contact_phase3,post,1626,0.5794704377651214,0.21350064636658295
drawer,0,ee_position,phase,phase=7,16800,0.8836140871047974,0.011756243137780148
drawer,0,ee_velocity,all,all,16800,0.16792015880346298,0.07916537586838014
drawer,0,ee_velocity,contact,0,5676,0.04415753334760666,0.10114417425646516
drawer,0,ee_velocity,contact,1,11124,0.5653453469276428,0.02894756322083248
drawer,0,ee_velocity,contact_phase3,during,15169,0.17150992155075073,0.012106958738270689
drawer,0,ee_velocity,contact_phase3,post,1626,-11.630543684959411,14.55063009809175
drawer,0,ee_velocity,phase,phase=7,16800,0.16792015880346298,0.07916537586838014
drawer,0,ee_acceleration,all,all,16800,0.025471945852041246,0.005389267371900112
drawer,0,ee_acceleration,contact,0,5676,0.033687908202409744,0.061798556073712936
drawer,0,ee_acceleration,contact,1,11124,0.053743331134319304,0.025561268411168007
drawer,0,ee_acceleration,contact_phase3,during,15169,0.032602278515696526,0.0071717532066554
drawer,0,ee_acceleration,contact_phase3,post,1626,-18.124783444404603,13.383507571789206
drawer,0,ee_acceleration,phase,phase=7,16800,0.025471945852041246,0.005389267371900112
drawer,0,contact_force_log1p_mag,all,all,16800,0.02100858688354492,0.1542259361463789
drawer,0,contact_force_log1p_mag,contact,0,5676,-0.05649269819259643,0.08849722924657483
drawer,0,contact_force_log1p_mag,contact,1,11124,0.7526318430900574,0.022314952614173746
drawer,0,contact_force_log1p_mag,contact_phase3,during,15169,0.0599711537361145,0.04343885206485668
drawer,0,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,0,contact_force_log1p_mag,phase,phase=7,16800,0.02100858688354492,0.1542259361463789
drawer,1,ee_position,all,all,16800,0.9556542873382569,0.005868924044430207
drawer,1,ee_position,contact,0,5676,0.8784584045410156,0.06569015578976492
drawer,1,ee_position,contact,1,11124,0.9690043807029725,0.006919435468071489
drawer,1,ee_position,contact_phase3,during,15169,0.9529043197631836,0.015787757668161685
drawer,1,ee_position,contact_phase3,post,1626,0.7845269680023194,0.12583997780795167
drawer,1,ee_position,phase,phase=7,16800,0.9556542873382569,0.005868924044430207
drawer,1,ee_velocity,all,all,16800,0.165314020216465,0.06977413381322689
drawer,1,ee_velocity,contact,0,5676,-0.0067779626697301865,0.13273740624827604
drawer,1,ee_velocity,contact,1,11124,0.561017119884491,0.036902617222624404
drawer,1,ee_velocity,contact_phase3,during,15169,0.14688684344291686,0.07804962685048704
drawer,1,ee_velocity,contact_phase3,post,1626,-13.022915720939636,16.761725657632056
drawer,1,ee_velocity,phase,phase=7,16800,0.165314020216465,0.06977413381322689
drawer,1,ee_acceleration,all,all,16800,0.007689246162772179,0.06544478511610431
drawer,1,ee_acceleration,contact,0,5676,-0.035439433157444,0.160004192795801
drawer,1,ee_acceleration,contact,1,11124,0.021597786247730254,0.05227659958196418
drawer,1,ee_acceleration,contact_phase3,during,15169,0.016552339866757394,0.07855644560012365
drawer,1,ee_acceleration,contact_phase3,post,1626,-53.98155813217163,63.1664661395817
drawer,1,ee_acceleration,phase,phase=7,16800,0.007689246162772179,0.06544478511610431
drawer,1,contact_force_log1p_mag,all,all,16800,0.22137017250061036,0.04419816974705781
drawer,1,contact_force_log1p_mag,contact,0,5676,-0.3249157428741455,0.29324849120956126
drawer,1,contact_force_log1p_mag,contact,1,11124,0.7598826169967652,0.023683298719180627
drawer,1,contact_force_log1p_mag,contact_phase3,during,15169,0.08981959819793701,0.07430394673252716
drawer,1,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,1,contact_force_log1p_mag,phase,phase=7,16800,0.22137017250061036,0.04419816974705781
drawer,2,ee_position,all,all,16800,0.961474084854126,0.0055734683442270035
drawer,2,ee_position,contact,0,5676,0.8993626356124877,0.04605138914384189
drawer,2,ee_position,contact,1,11124,0.9779024362564087,0.005724719543305159
drawer,2,ee_position,contact_phase3,during,15169,0.9638980746269226,0.005679690289473879
drawer,2,ee_position,contact_phase3,post,1626,0.803155493736267,0.17913207170425
drawer,2,ee_position,phase,phase=7,16800,0.961474084854126,0.0055734683442270035
drawer,2,ee_velocity,all,all,16800,0.17308222763240338,0.07703453554403054
drawer,2,ee_velocity,contact,0,5676,-0.1645108677446842,0.36551188153288755
drawer,2,ee_velocity,contact,1,11124,0.5701066136360169,0.030953197046851677
drawer,2,ee_velocity,contact_phase3,during,15169,0.18741461895406247,0.08407297676329817
drawer,2,ee_velocity,contact_phase3,post,1626,-7.846187043190002,8.566248222956435
drawer,2,ee_velocity,phase,phase=7,16800,0.17308222763240338,0.07703453554403054
drawer,2,ee_acceleration,all,all,16800,-0.021808067616075278,0.10275437922216187
drawer,2,ee_acceleration,contact,0,5676,-0.17101588398218154,0.30790425554357426
drawer,2,ee_acceleration,contact,1,11124,0.0214692622423172,0.07969187762538654
drawer,2,ee_acceleration,contact_phase3,during,15169,0.03013757187873125,0.05138397003195279
drawer,2,ee_acceleration,contact_phase3,post,1626,-12.826445817947388,6.823960766977166
drawer,2,ee_acceleration,phase,phase=7,16800,-0.021808067616075278,0.10275437922216187
drawer,2,contact_force_log1p_mag,all,all,16800,0.2424522876739502,0.0644913256264723
drawer,2,contact_force_log1p_mag,contact,0,5676,-0.4462503671646118,0.40637987512580176
drawer,2,contact_force_log1p_mag,contact,1,11124,0.7584931373596191,0.031819526909230914
drawer,2,contact_force_log1p_mag,contact_phase3,during,15169,0.1435682773590088,0.1568722041321407
drawer,2,contact_force_log1p_mag,contact_phase3,post,1626,1.0,0.0
drawer,2,contact_force_log1p_mag,phase,phase=7,16800,0.2424522876739502,0.0644913256264723
drawer,3,ee_position,all,all,16800,0.9583046197891235,0.008057758545299257
drawer,3,ee_position,contact,0,5676,0.8816025137901307,0.06599886001266168
drawer,3,ee_position,contact,1,11124,0.9761654615402222,0.008165775565579111
