task,layer,target,condition_type,condition_value,n_windows,r2_mean,r2_std
push,20,ee_velocity,contact_phase3,during,3842,0.8134758710861206,0.03023782187976332
push,20,ee_velocity,contact_phase3,post,6759,0.919181489944458,0.017423848012760184
push,20,ee_velocity,phase,phase=0,7155,0.892460298538208,0.01313840756432371
push,20,ee_velocity,phase,phase=7,3291,0.7266473293304443,0.0560390535889959
push,20,ee_velocity,phase,phase=5,3210,0.8724873185157775,0.03031173634736824
push,20,ee_acceleration,all,all,13656,-0.10582253634929657,0.18840252381879447
push,20,ee_acceleration,contact,0,10286,-0.06180898230522871,0.12756896108200047
push,20,ee_acceleration,contact,1,3370,-1.6166801452636719,0.6385026771342758
push,20,ee_acceleration,contact_phase3,pre,3055,-1.604864525794983,1.5146975019887725
push,20,ee_acceleration,contact_phase3,during,3842,-1.4186824083328247,0.4288076597989906
push,20,ee_acceleration,contact_phase3,post,6759,-0.3474730491638184,0.40468483840761627
push,20,ee_acceleration,phase,phase=0,7155,-0.5303276985883713,0.28117324442989383
push,20,ee_acceleration,phase,phase=7,3291,0.41990505158901215,0.11726626807226259
push,20,ee_acceleration,phase,phase=5,3210,0.1090794786810875,0.19583727035324539
push,20,contact_force_log1p_mag,all,all,13656,0.5780264854431152,0.14233758016250297
push,20,contact_force_log1p_mag,contact,0,10286,-0.38343234062194825,0.852184177828162
push,20,contact_force_log1p_mag,contact,1,3370,-0.04217233657836914,0.3078120009410048
push,20,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,20,contact_force_log1p_mag,contact_phase3,during,3842,-0.07932789325714111,0.0827001555359389
push,20,contact_force_log1p_mag,contact_phase3,post,6759,-0.39480817317962646,0.7711436776384789
push,20,contact_force_log1p_mag,phase,phase=0,7155,0.5291033983230591,0.17003837465830945
push,20,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,20,contact_force_log1p_mag,phase,phase=5,3210,-0.48272755146026614,0.3745262234882125
push,21,ee_position,all,all,13656,0.9754007935523987,0.01309359386015037
push,21,ee_position,contact,0,10286,0.9814061164855957,0.007009424305578238
push,21,ee_position,contact,1,3370,0.9567896604537964,0.02946959670677069
push,21,ee_position,contact_phase3,pre,3055,0.9758823156356812,0.011101736866505361
push,21,ee_position,contact_phase3,during,3842,0.9609017133712768,0.023804341010511786
push,21,ee_position,contact_phase3,post,6759,0.9701359510421753,0.017677341574969606
push,21,ee_position,phase,phase=0,7155,0.9717185378074646,0.017864398114074052
push,21,ee_position,phase,phase=7,3291,-0.3573232203722,0.6310290806211509
push,21,ee_position,phase,phase=5,3210,0.9751614451408386,0.016244974226167382
push,21,ee_velocity,all,all,13656,0.9255545377731323,0.024865015874190214
push,21,ee_velocity,contact,0,10286,0.9351949214935302,0.008877709660731793
push,21,ee_velocity,contact,1,3370,0.8405449390411377,0.035466858253712236
push,21,ee_velocity,contact_phase3,pre,3055,0.7476272344589233,0.323497181005503
push,21,ee_velocity,contact_phase3,during,3842,0.8024234414100647,0.026886128159050785
push,21,ee_velocity,contact_phase3,post,6759,0.9208070516586304,0.02142601582870322
push,21,ee_velocity,phase,phase=0,7155,0.8955799698829651,0.008978566369925726
push,21,ee_velocity,phase,phase=7,3291,0.6918897151947021,0.042170756701978424
push,21,ee_velocity,phase,phase=5,3210,0.8485386967658997,0.042126613402416094
push,21,ee_acceleration,all,all,13656,-0.04863670915365219,0.1463394994825288
push,21,ee_acceleration,contact,0,10286,-0.07976881563663482,0.10158875916537488
push,21,ee_acceleration,contact,1,3370,-1.8677217721939088,0.3390516071003332
push,21,ee_acceleration,contact_phase3,pre,3055,-1.6902276933193208,1.7401876351039154
push,21,ee_acceleration,contact_phase3,during,3842,-1.6245486259460449,0.5747233554142127
push,21,ee_acceleration,contact_phase3,post,6759,-0.26887408941984176,0.32445788099005124
push,21,ee_acceleration,phase,phase=0,7155,-0.5981416821479797,0.32649747999987117
push,21,ee_acceleration,phase,phase=7,3291,0.26767843067646024,0.16875968570146732
push,21,ee_acceleration,phase,phase=5,3210,-0.02691372036933899,0.29243104651194174
push,21,contact_force_log1p_mag,all,all,13656,0.5870531558990478,0.1413915204934199
push,21,contact_force_log1p_mag,contact,0,10286,-0.40503318309783937,0.8314401073171857
push,21,contact_force_log1p_mag,contact,1,3370,0.1729804277420044,0.10648938648316107
push,21,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,21,contact_force_log1p_mag,contact_phase3,during,3842,-0.16491512060165406,0.12913055418545144
push,21,contact_force_log1p_mag,contact_phase3,post,6759,-0.30638296604156495,0.7086991599570885
push,21,contact_force_log1p_mag,phase,phase=0,7155,0.5140892267227173,0.10891641366843224
push,21,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,21,contact_force_log1p_mag,phase,phase=5,3210,-0.34669435024261475,0.2529681986017747
push,22,ee_position,all,all,13656,0.9747836470603943,0.013038535666336554
push,22,ee_position,contact,0,10286,0.9820935368537903,0.00599084557999121
push,22,ee_position,contact,1,3370,0.9605812072753906,0.024955277255000834
push,22,ee_position,contact_phase3,pre,3055,0.9664114832878112,0.03063973870011205
push,22,ee_position,contact_phase3,during,3842,0.9629279255867005,0.02290027459231988
push,22,ee_position,contact_phase3,post,6759,0.9716555714607239,0.019322070611386216
push,22,ee_position,phase,phase=0,7155,0.974012267589569,0.017972983193540605
push,22,ee_position,phase,phase=7,3291,-0.5422297641634941,0.787827848883358
push,22,ee_position,phase,phase=5,3210,0.972957992553711,0.0193032460120947
push,22,ee_velocity,all,all,13656,0.9244449377059937,0.025815539753578483
push,22,ee_velocity,contact,0,10286,0.9307783246040344,0.010051473464149606
push,22,ee_velocity,contact,1,3370,0.8494831681251526,0.0483546406800707
push,22,ee_velocity,contact_phase3,pre,3055,0.724206680059433,0.37553924773309755
push,22,ee_velocity,contact_phase3,during,3842,0.7872496843338013,0.058172456774141415
push,22,ee_velocity,contact_phase3,post,6759,0.9102269530296325,0.026581418582744053
push,22,ee_velocity,phase,phase=0,7155,0.8982208728790283,0.008357434475998151
push,22,ee_velocity,phase,phase=7,3291,0.542656022310257,0.08973712951300278
push,22,ee_velocity,phase,phase=5,3210,0.8486448526382446,0.04546407312025323
push,22,ee_acceleration,all,all,13656,-0.04315590262413025,0.12997754995212904
push,22,ee_acceleration,contact,0,10286,-0.13206712119281291,0.08931823061148471
push,22,ee_acceleration,contact,1,3370,-1.5334572315216064,0.39446090945139844
push,22,ee_acceleration,contact_phase3,pre,3055,-1.9774430394172668,1.9014934538679482
push,22,ee_acceleration,contact_phase3,during,3842,-1.5582682013511657,0.8398797552515971
push,22,ee_acceleration,contact_phase3,post,6759,-0.28079354800283907,0.3582895745537417
push,22,ee_acceleration,phase,phase=0,7155,-0.5304758012294769,0.27723141161611
push,22,ee_acceleration,phase,phase=7,3291,-0.1485377609729767,0.5103502067879735
push,22,ee_acceleration,phase,phase=5,3210,-0.011343874596059322,0.131399888519288
push,22,contact_force_log1p_mag,all,all,13656,0.5735502362251281,0.09719298024644846
push,22,contact_force_log1p_mag,contact,0,10286,-0.5519899129867554,0.844699766760429
push,22,contact_force_log1p_mag,contact,1,3370,0.08992570638656616,0.16962466714846472
push,22,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,22,contact_force_log1p_mag,contact_phase3,during,3842,-0.35680044889450074,0.2616906153237569
push,22,contact_force_log1p_mag,contact_phase3,post,6759,-0.31555774211883547,0.6633418328759315
push,22,contact_force_log1p_mag,phase,phase=0,7155,0.5063108444213867,0.08077622197224091
push,22,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,22,contact_force_log1p_mag,phase,phase=5,3210,-0.47343223094940184,0.3175184781131895
push,23,ee_position,all,all,13656,0.9735235452651978,0.016324784478542104
push,23,ee_position,contact,0,10286,0.9820371270179749,0.005681331137834312
push,23,ee_position,contact,1,3370,0.9579713463783264,0.026254629616818338
push,23,ee_position,contact_phase3,pre,3055,0.9705659866333007,0.02208658557723723
push,23,ee_position,contact_phase3,during,3842,0.9600343704223633,0.02679178491978085
push,23,ee_position,contact_phase3,post,6759,0.9694396615028381,0.020381958951886804
push,23,ee_position,phase,phase=0,7155,0.969254732131958,0.019762527249028508
push,23,ee_position,phase,phase=7,3291,-0.5158226460218429,0.6351015287971328
push,23,ee_position,phase,phase=5,3210,0.9722664952278137,0.02090315654419061
push,23,ee_velocity,all,all,13656,0.920190978050232,0.029364040239310645
push,23,ee_velocity,contact,0,10286,0.9288586139678955,0.007822159665841086
push,23,ee_velocity,contact,1,3370,0.80289626121521,0.04982217815302136
push,23,ee_velocity,contact_phase3,pre,3055,0.7727566957473755,0.2612924019249532
push,23,ee_velocity,contact_phase3,during,3842,0.7762288570404052,0.07017111615696127
push,23,ee_velocity,contact_phase3,post,6759,0.9072740554809571,0.017729953473349422
push,23,ee_velocity,phase,phase=0,7155,0.8875947952270508,0.0062358748923794375
push,23,ee_velocity,phase,phase=7,3291,0.38623728007078173,0.24189451774496365
push,23,ee_velocity,phase,phase=5,3210,0.8208739995956421,0.04541566243243075
push,23,ee_acceleration,all,all,13656,-0.06880778409540653,0.12037044901354
push,23,ee_acceleration,contact,0,10286,-0.14371137842535972,0.15035974337901484
push,23,ee_acceleration,contact,1,3370,-1.5932642698287964,0.3289018170732415
push,23,ee_acceleration,contact_phase3,pre,3055,-1.3448698401451111,1.055421620648256
push,23,ee_acceleration,contact_phase3,during,3842,-1.497863233089447,0.7977451776754021
push,23,ee_acceleration,contact_phase3,post,6759,-0.5353022247552872,0.5635706677384131
push,23,ee_acceleration,phase,phase=0,7155,-0.4531850278377533,0.2481940592177113
push,23,ee_acceleration,phase,phase=7,3291,-0.20143912857747637,0.5886140048763193
push,23,ee_acceleration,phase,phase=5,3210,-0.16210964918136597,0.4774800397540236
push,23,contact_force_log1p_mag,all,all,13656,0.5445215702056885,0.10547569073197256
push,23,contact_force_log1p_mag,contact,0,10286,-0.5045725107192993,0.725589780730487
push,23,contact_force_log1p_mag,contact,1,3370,0.12989708185195922,0.20640868613527755
push,23,contact_force_log1p_mag,contact_phase3,pre,3055,-0.000782012939453125,0.00156402587890625
push,23,contact_force_log1p_mag,contact_phase3,during,3842,-0.422503137588501,0.37198093218873574
push,23,contact_force_log1p_mag,contact_phase3,post,6759,-0.5307599782943726,0.9654258390840907
push,23,contact_force_log1p_mag,phase,phase=0,7155,0.47460800409317017,0.10371270109666635
push,23,contact_force_log1p_mag,phase,phase=7,3291,1.0,0.0
push,23,contact_force_log1p_mag,phase,phase=5,3210,-0.6891649723052978,0.4847141309808034
strike,0,ee_position,all,all,10679,0.7078761219978332,0.08256770003342719
strike,0,ee_position,contact,0,9768,0.7447790980339051,0.05590838531810562
strike,0,ee_position,contact,1,911,-2.5552801132202148,1.3506306979780796
strike,0,ee_position,contact_phase3,pre,1619,0.43091165721416474,0.1468674526587379
strike,0,ee_position,contact_phase3,during,967,-1.926546823978424,1.6473811277620625
strike,0,ee_position,contact_phase3,post,8093,0.6607420325279236,0.055812097639870085
strike,0,ee_position,phase,phase=7,5767,-0.4867164224386215,0.9251127709253818
strike,0,ee_position,phase,phase=0,2572,-0.07855349350720645,0.18261846003389157
strike,0,ee_position,phase,phase=5,2285,0.68473140001297,0.04427800856544519
strike,0,ee_velocity,all,all,10679,-0.29742656648159027,0.5172875327039538
strike,0,ee_velocity,contact,0,9768,0.05848185196518898,0.2057339596247885
strike,0,ee_velocity,contact,1,911,-8.176458549499511,3.95595914531017
strike,0,ee_velocity,contact_phase3,pre,1619,-0.9204443275928498,0.46577170068742185
strike,0,ee_velocity,contact_phase3,during,967,-7.584786701202392,3.4240149237097404
strike,0,ee_velocity,contact_phase3,post,8093,0.27524160146713256,0.08247075079647508
strike,0,ee_velocity,phase,phase=7,5767,-1.5314389050006867,0.6815226555772754
strike,0,ee_velocity,phase,phase=0,2572,-2.220775318145752,1.2680024442543163
strike,0,ee_velocity,phase,phase=5,2285,-0.2241836369037628,0.09291471578781806
strike,0,ee_acceleration,all,all,10679,-0.2278091751039028,0.14386460089886371
strike,0,ee_acceleration,contact,0,9768,-0.1602403625845909,0.08572918580943784
strike,0,ee_acceleration,contact,1,911,-17.091073417663573,7.946375754042205
strike,0,ee_acceleration,contact_phase3,pre,1619,-3.4186739325523376,3.1292622757222124
strike,0,ee_acceleration,contact_phase3,during,967,-11.18190803527832,5.188721336545428
strike,0,ee_acceleration,contact_phase3,post,8093,-0.6843671798706055,0.19575669443576385
strike,0,ee_acceleration,phase,phase=7,5767,-0.7274001279845834,0.9081941544637608
strike,0,ee_acceleration,phase,phase=0,2572,-2.2659245491027833,1.2184941245644259
strike,0,ee_acceleration,phase,phase=5,2285,-0.5419773817062378,0.16138358913987838
strike,0,contact_force_log1p_mag,all,all,10679,-0.3636595606803894,0.5147500500948341
strike,0,contact_force_log1p_mag,contact,0,9768,-0.5293728351593018,0.47822345883153206
strike,0,contact_force_log1p_mag,contact,1,911,-12.789161491394044,5.877796397468129
strike,0,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,0,contact_force_log1p_mag,contact_phase3,during,967,-5.379170227050781,3.2861863009380525
strike,0,contact_force_log1p_mag,contact_phase3,post,8093,-1.3464876413345337,1.0437763504591149
strike,0,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,0,contact_force_log1p_mag,phase,phase=0,2572,-0.45227253437042236,0.40556060318631415
strike,0,contact_force_log1p_mag,phase,phase=5,2285,-0.7230192422866821,0.30362920274407795
strike,1,ee_position,all,all,10679,0.9202649235725403,0.030253017791230335
strike,1,ee_position,contact,0,9768,0.8725993037223816,0.09842866007665567
strike,1,ee_position,contact,1,911,0.5790425896644592,0.15223782852716763
strike,1,ee_position,contact_phase3,pre,1619,0.7295975863933564,0.20958551563116892
strike,1,ee_position,contact_phase3,during,967,0.6512790739536285,0.13389709427199273
strike,1,ee_position,contact_phase3,post,8093,0.9200463771820069,0.019523621096110878
strike,1,ee_position,phase,phase=7,5767,0.09529770268127322,0.13253427490139685
strike,1,ee_position,phase,phase=0,2572,0.7918070316314697,0.065181177717952
strike,1,ee_position,phase,phase=5,2285,0.9129275560379029,0.028462091065373646
strike,1,ee_velocity,all,all,10679,0.49919201135635377,0.12653927323722303
strike,1,ee_velocity,contact,0,9768,0.6573861122131348,0.07996316166901854
strike,1,ee_velocity,contact,1,911,-0.8633500590920449,0.6753393327620628
strike,1,ee_velocity,contact_phase3,pre,1619,-0.41987962275743484,0.7794439025696352
strike,1,ee_velocity,contact_phase3,during,967,-0.4709690272808075,0.1817423712734983
strike,1,ee_velocity,contact_phase3,post,8093,0.5350606918334961,0.08822584634163892
strike,1,ee_velocity,phase,phase=7,5767,-3.1187604159116744,3.0822924416304707
strike,1,ee_velocity,phase,phase=0,2572,-0.12708188593387604,0.39324590078555727
strike,1,ee_velocity,phase,phase=5,2285,0.23356831818819046,0.1590794111991903
strike,1,ee_acceleration,all,all,10679,-0.3683836549520493,0.19153782003767753
strike,1,ee_acceleration,contact,0,9768,-0.4819305896759033,0.34512387763326596
strike,1,ee_acceleration,contact,1,911,-13.704258060455322,7.355444688748426
strike,1,ee_acceleration,contact_phase3,pre,1619,-2.847468638420105,2.1713960055682353
strike,1,ee_acceleration,contact_phase3,during,967,-9.814222621917725,5.510262845921839
strike,1,ee_acceleration,contact_phase3,post,8093,-0.4645388960838318,0.20334248123966459
strike,1,ee_acceleration,phase,phase=7,5767,-2.814188525080681,3.8315207812944245
strike,1,ee_acceleration,phase,phase=0,2572,-2.3821067333221437,0.790636696948585
strike,1,ee_acceleration,phase,phase=5,2285,-0.28285987973213195,0.1697437805311663
strike,1,contact_force_log1p_mag,all,all,10679,-0.17146556377410888,0.49573744868734954
strike,1,contact_force_log1p_mag,contact,0,9768,-0.7629960775375366,0.576916972011178
strike,1,contact_force_log1p_mag,contact,1,911,-4.817949628829956,1.704159997336445
strike,1,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,1,contact_force_log1p_mag,contact_phase3,during,967,-6.73845648765564,6.387921189514608
strike,1,contact_force_log1p_mag,contact_phase3,post,8093,-2.2288572549819947,1.2475063622524796
strike,1,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,1,contact_force_log1p_mag,phase,phase=0,2572,0.09316409826278686,0.18572802245249107
strike,1,contact_force_log1p_mag,phase,phase=5,2285,-0.6360568523406982,0.4883485836344471
strike,2,ee_position,all,all,10679,0.9343058943748475,0.02569910349896237
strike,2,ee_position,contact,0,9768,0.9099916577339172,0.06691317471990027
strike,2,ee_position,contact,1,911,0.8293695449829102,0.06712737943455717
strike,2,ee_position,contact_phase3,pre,1619,0.7763338506221771,0.1928607481609951
strike,2,ee_position,contact_phase3,during,967,0.8378455877304077,0.07557509142811174
strike,2,ee_position,contact_phase3,post,8093,0.9514426112174987,0.013709564051185178
strike,2,ee_position,phase,phase=7,5767,0.3810687124729156,0.19341862285848396
strike,2,ee_position,phase,phase=0,2572,0.8734793543815613,0.06554038765887503
strike,2,ee_position,phase,phase=5,2285,0.9392989873886108,0.024078328191080214
strike,2,ee_velocity,all,all,10679,0.5657630264759064,0.12989413416937717
strike,2,ee_velocity,contact,0,9768,0.7299744486808777,0.05328582033128075
strike,2,ee_velocity,contact,1,911,-0.010847818851470948,0.29419255644176306
strike,2,ee_velocity,contact_phase3,pre,1619,-0.19597750902175903,0.7072691610895527
strike,2,ee_velocity,contact_phase3,during,967,-0.13499332070350648,0.6386953971572625
strike,2,ee_velocity,contact_phase3,post,8093,0.6975288987159729,0.04459190419427131
strike,2,ee_velocity,phase,phase=7,5767,-0.029587499797344208,0.27090941874634983
strike,2,ee_velocity,phase,phase=0,2572,0.23084037601947785,0.2672387294371015
strike,2,ee_velocity,phase,phase=5,2285,0.3649004608392715,0.11312042416797598
strike,2,ee_acceleration,all,all,10679,-0.4319385290145874,0.242687146907882
strike,2,ee_acceleration,contact,0,9768,-0.471562922000885,0.3044270593912903
strike,2,ee_acceleration,contact,1,911,-7.534579181671143,3.06364892100645
strike,2,ee_acceleration,contact_phase3,pre,1619,-2.375500810146332,1.524704230064524
strike,2,ee_acceleration,contact_phase3,during,967,-7.079553842544556,3.8884596789151478
strike,2,ee_acceleration,contact_phase3,post,8093,-0.326994863152504,0.18916846078566102
strike,2,ee_acceleration,phase,phase=7,5767,-1.229408848285675,1.3133885468347761
strike,2,ee_acceleration,phase,phase=0,2572,-2.3660818338394165,0.6343100579618107
strike,2,ee_acceleration,phase,phase=5,2285,-0.37629605233669283,0.1270501221486747
strike,2,contact_force_log1p_mag,all,all,10679,-0.006681466102600097,0.5127551173516575
strike,2,contact_force_log1p_mag,contact,0,9768,-0.662445068359375,0.4210549707776097
strike,2,contact_force_log1p_mag,contact,1,911,-3.5920848846435547,1.0943927049080846
strike,2,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,2,contact_force_log1p_mag,contact_phase3,during,967,-3.836999750137329,3.1137340687312163
strike,2,contact_force_log1p_mag,contact_phase3,post,8093,-1.5357362270355224,1.0052679408878875
strike,2,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,2,contact_force_log1p_mag,phase,phase=0,2572,0.21145031452178956,0.08673215604478615
strike,2,contact_force_log1p_mag,phase,phase=5,2285,0.44337791204452515,0.26666174278195653
strike,3,ee_position,all,all,10679,0.9425108194351196,0.024090313876492363
strike,3,ee_position,contact,0,9768,0.9211928963661193,0.0626125381610582
strike,3,ee_position,contact,1,911,0.7931113839149475,0.06877109294030645
strike,3,ee_position,contact_phase3,pre,1619,0.840480899810791,0.1344412244298166
strike,3,ee_position,contact_phase3,during,967,0.8421079754829407,0.062184065362259795
strike,3,ee_position,contact_phase3,post,8093,0.9631707310676575,0.01229370810899306
strike,3,ee_position,phase,phase=7,5767,0.49948670268058776,0.13503324797007482
strike,3,ee_position,phase,phase=0,2572,0.9027156352996826,0.03661240886144347
strike,3,ee_position,phase,phase=5,2285,0.9452184081077576,0.02014648311690415
strike,3,ee_velocity,all,all,10679,0.6378336071968078,0.08990330842164775
strike,3,ee_velocity,contact,0,9768,0.7223555445671082,0.08396356455669608
strike,3,ee_velocity,contact,1,911,-0.04806473553180694,0.3187099016616025
strike,3,ee_velocity,contact_phase3,pre,1619,-0.040294283628463747,0.4810153149051836
strike,3,ee_velocity,contact_phase3,during,967,0.04025295814499259,0.3181421553024717
strike,3,ee_velocity,contact_phase3,post,8093,0.7351469039916992,0.034342626014284734
strike,3,ee_velocity,phase,phase=7,5767,0.0862479105591774,0.14641105417197375
strike,3,ee_velocity,phase,phase=0,2572,0.3564976453781128,0.1123946059600519
strike,3,ee_velocity,phase,phase=5,2285,0.39665642380714417,0.09244132995372215
strike,3,ee_acceleration,all,all,10679,-0.5668620586395263,0.23853691254324683
strike,3,ee_acceleration,contact,0,9768,-0.6166560053825378,0.3434687669855473
strike,3,ee_acceleration,contact,1,911,-13.093972873687743,8.662725181634952
strike,3,ee_acceleration,contact_phase3,pre,1619,-3.7532185316085815,2.041473192850025
strike,3,ee_acceleration,contact_phase3,during,967,-9.509295463562012,4.25714488029433
strike,3,ee_acceleration,contact_phase3,post,8093,-0.41602136492729186,0.23985642068290447
strike,3,ee_acceleration,phase,phase=7,5767,-0.8815765097737313,1.64014467438677
strike,3,ee_acceleration,phase,phase=0,2572,-2.9727359294891356,0.8281698851702686
strike,3,ee_acceleration,phase,phase=5,2285,-0.6819616377353668,0.21680551414388713
strike,3,contact_force_log1p_mag,all,all,10679,0.02694181203842163,0.39046485593098446
strike,3,contact_force_log1p_mag,contact,0,9768,-1.0680069208145142,0.8808211691670568
strike,3,contact_force_log1p_mag,contact,1,911,-2.3722954273223875,0.8395461760713996
strike,3,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,3,contact_force_log1p_mag,contact_phase3,during,967,-2.709472489356995,1.4118145653435883
strike,3,contact_force_log1p_mag,contact_phase3,post,8093,-2.3172975540161134,1.5257939787687471
strike,3,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,3,contact_force_log1p_mag,phase,phase=0,2572,0.0054416656494140625,0.19040058932475024
strike,3,contact_force_log1p_mag,phase,phase=5,2285,0.322858190536499,0.17248185133483432
strike,4,ee_position,all,all,10679,0.9504145979881287,0.02170558608976069
strike,4,ee_position,contact,0,9768,0.9439655542373657,0.03378278072520941
strike,4,ee_position,contact,1,911,0.8313358902931214,0.08459336526995791
strike,4,ee_position,contact_phase3,pre,1619,0.8668207287788391,0.11534287792868933
strike,4,ee_position,contact_phase3,during,967,0.8631045699119568,0.06490642323316498
strike,4,ee_position,contact_phase3,post,8093,0.9669111847877503,0.01355312733294867
strike,4,ee_position,phase,phase=7,5767,0.3610174208879471,0.14992993445620106
strike,4,ee_position,phase,phase=0,2572,0.9162835001945495,0.027094358986725676
strike,4,ee_position,phase,phase=5,2285,0.954626488685608,0.016539679480502605
strike,4,ee_velocity,all,all,10679,0.6854582667350769,0.08438379231673798
strike,4,ee_velocity,contact,0,9768,0.7424222469329834,0.07467032477525153
strike,4,ee_velocity,contact,1,911,0.35317634642124174,0.13734330867904515
strike,4,ee_velocity,contact_phase3,pre,1619,0.15278024077415467,0.4611622937091137
strike,4,ee_velocity,contact_phase3,during,967,0.3383133500814438,0.1990082781054026
strike,4,ee_velocity,contact_phase3,post,8093,0.7781739830970764,0.02645727266650511
strike,4,ee_velocity,phase,phase=7,5767,0.3041995346546173,0.22171372667647
strike,4,ee_velocity,phase,phase=0,2572,0.43468931317329407,0.12564591971072414
strike,4,ee_velocity,phase,phase=5,2285,0.4170384585857391,0.07823283918411635
strike,4,ee_acceleration,all,all,10679,-0.4282440185546875,0.3612792622758104
strike,4,ee_acceleration,contact,0,9768,-0.3758848965167999,0.2958676758968197
strike,4,ee_acceleration,contact,1,911,-6.341036605834961,2.0150778703532604
strike,4,ee_acceleration,contact_phase3,pre,1619,-3.6083014249801635,2.53302317092203
strike,4,ee_acceleration,contact_phase3,during,967,-5.5256028175354,1.5335300408003458
strike,4,ee_acceleration,contact_phase3,post,8093,-0.17992429733276366,0.1937572865813933
strike,4,ee_acceleration,phase,phase=7,5767,-0.05335835115984082,0.241606982386476
strike,4,ee_acceleration,phase,phase=0,2572,-3.1907071590423586,0.8252868814503652
strike,4,ee_acceleration,phase,phase=5,2285,-0.7972072005271912,0.10721497529873568
strike,4,contact_force_log1p_mag,all,all,10679,0.1035980224609375,0.27170378520906646
strike,4,contact_force_log1p_mag,contact,0,9768,-1.0242138385772706,1.0282657195557823
strike,4,contact_force_log1p_mag,contact,1,911,-3.4646366119384764,1.8283774355328268
strike,4,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,4,contact_force_log1p_mag,contact_phase3,during,967,-1.838904571533203,0.6903500304603261
strike,4,contact_force_log1p_mag,contact_phase3,post,8093,-2.337506866455078,1.6128098955637655
strike,4,contact_force_log1p_mag,phase,phase=7,5767,1.0,0.0
strike,4,contact_force_log1p_mag,phase,phase=0,2572,-0.07315418720245362,0.2841111854049457
strike,4,contact_force_log1p_mag,phase,phase=5,2285,0.08767763376235962,0.21509934811900713
strike,5,ee_position,all,all,10679,0.9559611082077026,0.019438104112696367
strike,5,ee_position,contact,0,9768,0.9478681921958924,0.03648714164295874
strike,5,ee_position,contact,1,911,0.8499170780181885,0.08477214317818538
strike,5,ee_position,contact_phase3,pre,1619,0.8978997707366944,0.09424242031474246
strike,5,ee_position,contact_phase3,during,967,0.8558249115943909,0.08132137642006809
strike,5,ee_position,contact_phase3,post,8093,0.9677109360694885,0.013998910162831033
strike,5,ee_position,phase,phase=7,5767,0.4018272578716278,0.1892069492044819
strike,5,ee_position,phase,phase=0,2572,0.9033488273620606,0.03688539102313689
strike,5,ee_position,phase,phase=5,2285,0.9531338691711426,0.02061236734966017
strike,5,ee_velocity,all,all,10679,0.752823555469513,0.051555041477697836
strike,5,ee_velocity,contact,0,9768,0.7771119713783264,0.08893910415262785
strike,5,ee_velocity,contact,1,911,0.6010380923748017,0.1127343561947042
strike,5,ee_velocity,contact_phase3,pre,1619,-0.5990984678268433,1.958957846224692
strike,5,ee_velocity,contact_phase3,during,967,0.5934582054615021,0.08942086833189475
strike,5,ee_velocity,contact_phase3,post,8093,0.8294444918632508,0.03919134832807572
strike,5,ee_velocity,phase,phase=7,5767,0.49447240829467776,0.10731706880624
strike,5,ee_velocity,phase,phase=0,2572,0.43904387950897217,0.3199840420051745
strike,5,ee_velocity,phase,phase=5,2285,0.5345669686794281,0.08664807493503195
strike,5,ee_acceleration,all,all,10679,-0.4677245020866394,0.30027247026115766
strike,5,ee_acceleration,contact,0,9768,-0.3345856755971909,0.28845479239975985
strike,5,ee_acceleration,contact,1,911,-4.1683269262313845,2.087961179386603
strike,5,ee_acceleration,contact_phase3,pre,1619,-9.146787571907044,12.093121539799702
strike,5,ee_acceleration,contact_phase3,during,967,-3.9793468952178954,0.640307237251685
strike,5,ee_acceleration,contact_phase3,post,8093,-0.28466298133134843,0.12023295715814923
strike,5,ee_acceleration,phase,phase=7,5767,-0.35247077234089375,0.23710814682826525
strike,5,ee_acceleration,phase,phase=0,2572,-2.473533368110657,0.37975795069089086
strike,5,ee_acceleration,phase,phase=5,2285,-0.8701033473014832,0.2161712606624018
strike,5,contact_force_log1p_mag,all,all,10679,0.0971727967262268,0.3051695538326411
strike,5,contact_force_log1p_mag,contact,0,9768,-1.2715036392211914,1.2955700397546233
strike,5,contact_force_log1p_mag,contact,1,911,-3.1956059455871584,1.319245850597537
strike,5,contact_force_log1p_mag,contact_phase3,pre,1619,1.0,0.0
strike,5,contact_force_log1p_mag,contact_phase3,during,967,-1.869031596183777,1.2513113454083287
