src_task,tgt_task,layer,target,fold,transfer_r2,within_tgt_r2,gap
push,strike,6,ee_velocity,2,0.5500722527503967,0.6844217777252197,0.134349524974823
push,strike,6,ee_velocity,3,0.5500722527503967,0.6468669772148132,0.0967947244644165
push,strike,6,ee_velocity,4,0.5500722527503967,0.7178645730018616,0.16779232025146484
push,strike,7,ee_velocity,0,0.5516161322593689,0.6673664450645447,0.11575031280517578
push,strike,7,ee_velocity,1,0.5516161322593689,0.7922153472900391,0.24059921503067017
push,strike,7,ee_velocity,2,0.5516161322593689,0.7393969893455505,0.18778085708618164
push,strike,7,ee_velocity,3,0.5516161322593689,0.7119518518447876,0.1603357195854187
push,strike,7,ee_velocity,4,0.5516161322593689,0.7612947225570679,0.20967859029769897
push,strike,8,ee_velocity,0,0.6356686353683472,0.7066056132316589,0.07093697786331177
push,strike,8,ee_velocity,1,0.6356686353683472,0.8145416378974915,0.1788730025291443
push,strike,8,ee_velocity,2,0.6356686353683472,0.7113295197486877,0.07566088438034058
push,strike,8,ee_velocity,3,0.6356686353683472,0.6960257291793823,0.060357093811035156
push,strike,8,ee_velocity,4,0.6356686353683472,0.7166497111320496,0.08098107576370239
push,strike,9,ee_velocity,0,0.683269739151001,0.7098518013954163,0.026582062244415283
push,strike,9,ee_velocity,1,0.683269739151001,0.8271246552467346,0.14385491609573364
push,strike,9,ee_velocity,2,0.683269739151001,0.7437096834182739,0.06043994426727295
push,strike,9,ee_velocity,3,0.683269739151001,0.6989771723747253,0.015707433223724365
push,strike,9,ee_velocity,4,0.683269739151001,0.7557729482650757,0.07250320911407471
push,strike,10,ee_velocity,0,0.6718526482582092,0.7293087244033813,0.05745607614517212
push,strike,10,ee_velocity,1,0.6718526482582092,0.828387439250946,0.15653479099273682
push,strike,10,ee_velocity,2,0.6718526482582092,0.7896255254745483,0.11777287721633911
push,strike,10,ee_velocity,3,0.6718526482582092,0.6976730823516846,0.025820434093475342
push,strike,10,ee_velocity,4,0.6718526482582092,0.7842552065849304,0.11240255832672119
push,strike,11,ee_velocity,0,0.7086232900619507,0.7604514956474304,0.051828205585479736
push,strike,11,ee_velocity,1,0.7086232900619507,0.8529691696166992,0.14434587955474854
push,strike,11,ee_velocity,2,0.7086232900619507,0.7973304986953735,0.08870720863342285
push,strike,11,ee_velocity,3,0.7086232900619507,0.7124643921852112,0.003841102123260498
push,strike,11,ee_velocity,4,0.7086232900619507,0.7943389415740967,0.085715651512146
push,strike,12,ee_velocity,0,0.6078261137008667,0.7382412552833557,0.130415141582489
push,strike,12,ee_velocity,1,0.6078261137008667,0.847474217414856,0.23964810371398926
push,strike,12,ee_velocity,2,0.6078261137008667,0.8074470162391663,0.19962090253829956
push,strike,12,ee_velocity,3,0.6078261137008667,0.739457905292511,0.1316317915916443
push,strike,12,ee_velocity,4,0.6078261137008667,0.8082855939865112,0.20045948028564453
push,strike,13,ee_velocity,0,0.6423236131668091,0.7720957398414612,0.1297721266746521
push,strike,13,ee_velocity,1,0.6423236131668091,0.8583039045333862,0.21598029136657715
push,strike,13,ee_velocity,2,0.6423236131668091,0.8196001648902893,0.17727655172348022
push,strike,13,ee_velocity,3,0.6423236131668091,0.7573865652084351,0.11506295204162598
push,strike,13,ee_velocity,4,0.6423236131668091,0.8223924040794373,0.18006879091262817
push,strike,14,ee_velocity,0,0.6710442304611206,0.7645139098167419,0.09346967935562134
push,strike,14,ee_velocity,1,0.6710442304611206,0.8809354901313782,0.20989125967025757
push,strike,14,ee_velocity,2,0.6710442304611206,0.8338826894760132,0.16283845901489258
push,strike,14,ee_velocity,3,0.6710442304611206,0.7559319734573364,0.08488774299621582
push,strike,14,ee_velocity,4,0.6710442304611206,0.8387513160705566,0.16770708560943604
push,strike,15,ee_velocity,0,0.7385141253471375,0.7792502045631409,0.04073607921600342
push,strike,15,ee_velocity,1,0.7385141253471375,0.8953568935394287,0.15684276819229126
push,strike,15,ee_velocity,2,0.7385141253471375,0.8454718589782715,0.10695773363113403
push,strike,15,ee_velocity,3,0.7385141253471375,0.8020028471946716,0.06348872184753418
push,strike,15,ee_velocity,4,0.7385141253471375,0.8582570552825928,0.11974292993545532
push,strike,16,ee_velocity,0,0.7074742913246155,0.8224078416824341,0.1149335503578186
push,strike,16,ee_velocity,1,0.7074742913246155,0.9156895279884338,0.20821523666381836
push,strike,16,ee_velocity,2,0.7074742913246155,0.8779215812683105,0.17044728994369507
push,strike,16,ee_velocity,3,0.7074742913246155,0.8365393280982971,0.12906503677368164
push,strike,16,ee_velocity,4,0.7074742913246155,0.8829495310783386,0.17547523975372314
push,strike,17,ee_velocity,0,0.7458751201629639,0.8618746399879456,0.11599951982498169
push,strike,17,ee_velocity,1,0.7458751201629639,0.9254347681999207,0.1795596480369568
push,strike,17,ee_velocity,2,0.7458751201629639,0.8919910192489624,0.14611589908599854
push,strike,17,ee_velocity,3,0.7458751201629639,0.8466275930404663,0.10075247287750244
push,strike,17,ee_velocity,4,0.7458751201629639,0.8978880047798157,0.1520128846168518
push,strike,18,ee_velocity,0,0.7406551837921143,0.8386260867118835,0.09797090291976929
push,strike,18,ee_velocity,1,0.7406551837921143,0.9280968904495239,0.18744170665740967
push,strike,18,ee_velocity,2,0.7406551837921143,0.8849791884422302,0.14432400465011597
push,strike,18,ee_velocity,3,0.7406551837921143,0.8523108959197998,0.11165571212768555
push,strike,18,ee_velocity,4,0.7406551837921143,0.9053728580474854,0.1647176742553711
push,strike,19,ee_velocity,0,0.7041073441505432,0.8557032346725464,0.15159589052200317
push,strike,19,ee_velocity,1,0.7041073441505432,0.9352494478225708,0.2311421036720276
push,strike,19,ee_velocity,2,0.7041073441505432,0.8757907748222351,0.1716834306716919
push,strike,19,ee_velocity,3,0.7041073441505432,0.8425841927528381,0.13847684860229492
push,strike,19,ee_velocity,4,0.7041073441505432,0.8971611261367798,0.19305378198623657
push,strike,20,ee_velocity,0,0.6615763306617737,0.819359302520752,0.15778297185897827
push,strike,20,ee_velocity,1,0.6615763306617737,0.9142995476722717,0.25272321701049805
push,strike,20,ee_velocity,2,0.6615763306617737,0.8900606036186218,0.22848427295684814
push,strike,20,ee_velocity,3,0.6615763306617737,0.8567394614219666,0.19516313076019287
push,strike,20,ee_velocity,4,0.6615763306617737,0.9025550484657288,0.24097871780395508
push,strike,21,ee_velocity,0,0.7401089668273926,0.805622398853302,0.06551343202590942
push,strike,21,ee_velocity,1,0.7401089668273926,0.9253286123275757,0.1852196455001831
push,strike,21,ee_velocity,2,0.7401089668273926,0.8833111524581909,0.14320218563079834
push,strike,21,ee_velocity,3,0.7401089668273926,0.8498632311820984,0.10975426435470581
push,strike,21,ee_velocity,4,0.7401089668273926,0.9000242352485657,0.1599152684211731
push,strike,22,ee_velocity,0,0.6801283955574036,0.8206530213356018,0.14052462577819824
push,strike,22,ee_velocity,1,0.6801283955574036,0.9404733777046204,0.2603449821472168
push,strike,22,ee_velocity,2,0.6801283955574036,0.898278534412384,0.21815013885498047
push,strike,22,ee_velocity,3,0.6801283955574036,0.8605151176452637,0.1803867220878601
push,strike,22,ee_velocity,4,0.6801283955574036,0.9193316102027893,0.23920321464538574
push,strike,23,ee_velocity,0,0.6386662125587463,0.7809574604034424,0.14229124784469604
push,strike,23,ee_velocity,1,0.6386662125587463,0.9431744813919067,0.3045082688331604
push,strike,23,ee_velocity,2,0.6386662125587463,0.8835590481758118,0.24489283561706543
push,strike,23,ee_velocity,3,0.6386662125587463,0.8475356101989746,0.20886939764022827
push,strike,23,ee_velocity,4,0.6386662125587463,0.8928983211517334,0.25423210859298706
push,strike,0,ee_acceleration,0,-0.03890322893857956,-0.45216840505599976,-0.4132651761174202
push,strike,0,ee_acceleration,1,-0.03890322893857956,-0.5785348415374756,-0.539631612598896
push,strike,0,ee_acceleration,2,-0.03890322893857956,-0.15788784623146057,-0.11898461729288101
push,strike,0,ee_acceleration,3,-0.03890322893857956,-0.22602802515029907,-0.1871247962117195
push,strike,0,ee_acceleration,4,-0.03890322893857956,-0.39541640877723694,-0.3565131798386574
push,strike,1,ee_acceleration,0,-0.06089531257748604,-0.6938802599906921,-0.6329849474132061
push,strike,1,ee_acceleration,1,-0.06089531257748604,-0.8197914958000183,-0.7588961832225323
push,strike,1,ee_acceleration,2,-0.06089531257748604,-0.47510015964508057,-0.41420484706759453
push,strike,1,ee_acceleration,3,-0.06089531257748604,-0.47314563393592834,-0.4122503213584423
push,strike,1,ee_acceleration,4,-0.06089531257748604,-0.6447688341140747,-0.5838735215365887
push,strike,2,ee_acceleration,0,-0.05482540652155876,-0.9537553191184998,-0.898929912596941
push,strike,2,ee_acceleration,1,-0.05482540652155876,-0.8523672223091125,-0.7975418157875538
push,strike,2,ee_acceleration,2,-0.05482540652155876,-0.3473696708679199,-0.29254426434636116
push,strike,2,ee_acceleration,3,-0.05482540652155876,-1.1653550863265991,-1.1105296798050404
push,strike,2,ee_acceleration,4,-0.05482540652155876,-1.1475063562393188,-1.09268094971776
push,strike,3,ee_acceleration,0,-0.04959440976381302,-1.536829948425293,-1.48723553866148
push,strike,3,ee_acceleration,1,-0.04959440976381302,-1.2401938438415527,-1.1905994340777397
push,strike,3,ee_acceleration,2,-0.04959440976381302,-0.4952501654624939,-0.4456557556986809
push,strike,3,ee_acceleration,3,-0.04959440976381302,-0.7382091879844666,-0.6886147782206535
push,strike,3,ee_acceleration,4,-0.04959440976381302,-1.327050805091858,-1.277456395328045
push,strike,4,ee_acceleration,0,-0.032831382006406784,-1.1429349184036255,-1.1101035363972187
push,strike,4,ee_acceleration,1,-0.032831382006406784,-0.9473862648010254,-0.9145548827946186
push,strike,4,ee_acceleration,2,-0.032831382006406784,-0.43586403131484985,-0.40303264930844307
push,strike,4,ee_acceleration,3,-0.032831382006406784,-0.7371257543563843,-0.7042943723499775
push,strike,4,ee_acceleration,4,-0.032831382006406784,-1.327857255935669,-1.2950258739292622
push,strike,5,ee_acceleration,0,-0.07201164960861206,-1.2731839418411255,-1.2011722922325134
push,strike,5,ee_acceleration,1,-0.07201164960861206,-0.8838379383087158,-0.8118262887001038
push,strike,5,ee_acceleration,2,-0.07201164960861206,-0.40213969349861145,-0.3301280438899994
push,strike,5,ee_acceleration,3,-0.07201164960861206,-0.6227188110351562,-0.5507071614265442
push,strike,5,ee_acceleration,4,-0.07201164960861206,-1.6671370267868042,-1.5951253771781921
push,strike,6,ee_acceleration,0,-0.05122176930308342,-0.9292103052139282,-0.8779885359108448
push,strike,6,ee_acceleration,1,-0.05122176930308342,-0.7736384272575378,-0.7224166579544544
push,strike,6,ee_acceleration,2,-0.05122176930308342,-0.23971393704414368,-0.18849216774106026
push,strike,6,ee_acceleration,3,-0.05122176930308342,-0.44912925362586975,-0.39790748432278633
push,strike,6,ee_acceleration,4,-0.05122176930308342,-0.7224170565605164,-0.6711952872574329
push,strike,7,ee_acceleration,0,-0.0037732061464339495,-1.1512064933776855,-1.1474332872312516
push,strike,7,ee_acceleration,1,-0.0037732061464339495,-0.7944064140319824,-0.7906332078855485
push,strike,7,ee_acceleration,2,-0.0037732061464339495,-0.19869887828826904,-0.1949256721418351
push,strike,7,ee_acceleration,3,-0.0037732061464339495,-0.3584365248680115,-0.3546633187215775
push,strike,7,ee_acceleration,4,-0.0037732061464339495,-0.797440767288208,-0.7936675611417741
push,strike,8,ee_acceleration,0,0.007250996306538582,-0.9516153931617737,-0.9588663894683123
push,strike,8,ee_acceleration,1,0.007250996306538582,-0.8043230175971985,-0.8115740139037371
push,strike,8,ee_acceleration,2,0.007250996306538582,-0.20451033115386963,-0.2117613274604082
push,strike,8,ee_acceleration,3,0.007250996306538582,-0.4745045006275177,-0.4817554969340563
push,strike,8,ee_acceleration,4,0.007250996306538582,-0.7309404611587524,-0.738191457465291
push,strike,9,ee_acceleration,0,-0.024882785975933075,-0.7577782869338989,-0.7328955009579659
push,strike,9,ee_acceleration,1,-0.024882785975933075,-0.41694140434265137,-0.3920586183667183
push,strike,9,ee_acceleration,2,-0.024882785975933075,-0.3190666735172272,-0.2941838875412941
push,strike,9,ee_acceleration,3,-0.024882785975933075,-0.4494534134864807,-0.42457062751054764
push,strike,9,ee_acceleration,4,-0.024882785975933075,-0.762115478515625,-0.7372326925396919
push,strike,10,ee_acceleration,0,0.00720941973850131,-0.6061105132102966,-0.6133199329487979
push,strike,10,ee_acceleration,1,0.00720941973850131,-0.47324737906455994,-0.48045679880306125
push,strike,10,ee_acceleration,2,0.00720941973850131,-0.22871719300746918,-0.2359266127459705
push,strike,10,ee_acceleration,3,0.00720941973850131,-0.36962687969207764,-0.37683629943057895
push,strike,10,ee_acceleration,4,0.00720941973850131,-0.40118658542633057,-0.4083960051648319
push,strike,11,ee_acceleration,0,0.01252058707177639,-0.6829467415809631,-0.6954673286527395
push,strike,11,ee_acceleration,1,0.01252058707177639,-0.36054375767707825,-0.37306434474885464
push,strike,11,ee_acceleration,2,0.01252058707177639,-0.19018502533435822,-0.2027056124061346
push,strike,11,ee_acceleration,3,0.01252058707177639,-0.35416796803474426,-0.36668855510652065
push,strike,11,ee_acceleration,4,0.01252058707177639,-0.40982285141944885,-0.42234343849122524
push,strike,12,ee_acceleration,0,-0.08368831127882004,-0.5662064552307129,-0.48251814395189285
push,strike,12,ee_acceleration,1,-0.08368831127882004,-0.3813248574733734,-0.2976365461945534
push,strike,12,ee_acceleration,2,-0.08368831127882004,-0.16635741293430328,-0.08266910165548325
push,strike,12,ee_acceleration,3,-0.08368831127882004,-0.3091590106487274,-0.22547069936990738
push,strike,12,ee_acceleration,4,-0.08368831127882004,-0.6667495369911194,-0.5830612257122993
push,strike,13,ee_acceleration,0,-0.0066765714436769485,-0.47440117597579956,-0.4677246045321226
push,strike,13,ee_acceleration,1,-0.0066765714436769485,-0.12063874304294586,-0.11396217159926891
push,strike,13,ee_acceleration,2,-0.0066765714436769485,-0.09679187834262848,-0.09011530689895153
push,strike,13,ee_acceleration,3,-0.0066765714436769485,-0.18937966227531433,-0.18270309083163738
push,strike,13,ee_acceleration,4,-0.0066765714436769485,-0.2738483250141144,-0.26717175357043743
push,strike,14,ee_acceleration,0,0.02072170190513134,-0.30244240164756775,-0.3231641035526991
push,strike,14,ee_acceleration,1,0.02072170190513134,-0.10989632457494736,-0.1306180264800787
push,strike,14,ee_acceleration,2,0.02072170190513134,-0.012351070530712605,-0.033072772435843945
push,strike,14,ee_acceleration,3,0.02072170190513134,-0.2284844070672989,-0.24920610897243023
push,strike,14,ee_acceleration,4,0.02072170190513134,-0.36612600088119507,-0.3868477027863264
push,strike,15,ee_acceleration,0,0.06818847358226776,-0.31351131200790405,-0.3816997855901718
push,strike,15,ee_acceleration,1,0.06818847358226776,-0.24961301684379578,-0.31780149042606354
push,strike,15,ee_acceleration,2,0.06818847358226776,0.030823348090052605,-0.03736512549221516
push,strike,15,ee_acceleration,3,0.06818847358226776,-0.02499520219862461,-0.09318367578089237
push,strike,15,ee_acceleration,4,0.06818847358226776,-0.3961280882358551,-0.46431656181812286
push,strike,16,ee_acceleration,0,0.0969681516289711,-0.18011270463466644,-0.27708085626363754
push,strike,16,ee_acceleration,1,0.0969681516289711,-0.006529387552291155,-0.10349753918126225
push,strike,16,ee_acceleration,2,0.0969681516289711,0.07364846020936966,-0.02331969141960144
push,strike,16,ee_acceleration,3,0.0969681516289711,-0.0046442123129963875,-0.10161236394196749
push,strike,16,ee_acceleration,4,0.0969681516289711,-0.17104622721672058,-0.2680143788456917
push,strike,17,ee_acceleration,0,0.05240018293261528,-0.19509851932525635,-0.24749870225787163
push,strike,17,ee_acceleration,1,0.05240018293261528,0.0034690015017986298,-0.04893118143081665
push,strike,17,ee_acceleration,2,0.05240018293261528,0.06122994422912598,0.008829761296510696
push,strike,17,ee_acceleration,3,0.05240018293261528,-0.10844650864601135,-0.16084669157862663
push,strike,17,ee_acceleration,4,0.05240018293261528,-0.115488201379776,-0.16788838431239128
push,strike,18,ee_acceleration,0,0.011200401932001114,-0.3233427107334137,-0.3345431126654148
push,strike,18,ee_acceleration,1,0.011200401932001114,0.045530010014772415,0.0343296080827713
push,strike,18,ee_acceleration,2,0.011200401932001114,0.09263993054628372,0.08143952861428261
push,strike,18,ee_acceleration,3,0.011200401932001114,0.010522056370973587,-0.0006783455610275269
push,strike,18,ee_acceleration,4,0.011200401932001114,0.04597853124141693,0.03477812930941582
push,strike,19,ee_acceleration,0,0.0881984531879425,-0.2348805069923401,-0.3230789601802826
push,strike,19,ee_acceleration,1,0.0881984531879425,0.06558047980070114,-0.022617973387241364
push,strike,19,ee_acceleration,2,0.0881984531879425,0.11287406086921692,0.024675607681274414
push,strike,19,ee_acceleration,3,0.0881984531879425,-0.24363656342029572,-0.3318350166082382
push,strike,19,ee_acceleration,4,0.0881984531879425,-0.19140063226222992,-0.2795990854501724
push,strike,20,ee_acceleration,0,0.07940561324357986,-0.14368411898612976,-0.22308973222970963
push,strike,20,ee_acceleration,1,0.07940561324357986,0.03856045752763748,-0.04084515571594238
push,strike,20,ee_acceleration,2,0.07940561324357986,0.05986656993627548,-0.019539043307304382
push,strike,20,ee_acceleration,3,0.07940561324357986,-0.05636806786060333,-0.1357736811041832
push,strike,20,ee_acceleration,4,0.07940561324357986,-0.1480277180671692,-0.22743333131074905
push,strike,21,ee_acceleration,0,0.02795577421784401,-0.5642604827880859,-0.59221625700593
push,strike,21,ee_acceleration,1,0.02795577421784401,-0.045250099152326584,-0.0732058733701706
push,strike,21,ee_acceleration,2,0.02795577421784401,0.021216562017798424,-0.006739212200045586
push,strike,21,ee_acceleration,3,0.02795577421784401,-0.2867306172847748,-0.3146863915026188
push,strike,21,ee_acceleration,4,0.02795577421784401,-0.23038175702095032,-0.2583375312387943
push,strike,22,ee_acceleration,0,-0.1273229420185089,-0.3789699375629425,-0.2516469955444336
push,strike,22,ee_acceleration,1,-0.1273229420185089,0.0009746620780788362,0.12829760409658775
push,strike,22,ee_acceleration,2,-0.1273229420185089,0.043163031339645386,0.1704859733581543
push,strike,22,ee_acceleration,3,-0.1273229420185089,-0.1920391023159027,-0.0647161602973938
push,strike,22,ee_acceleration,4,-0.1273229420185089,-0.23814676702022552,-0.11082382500171661
push,strike,23,ee_acceleration,0,-0.14294679462909698,-0.5253415703773499,-0.38239477574825287
push,strike,23,ee_acceleration,1,-0.14294679462909698,0.0571160688996315,0.20006286352872849
push,strike,23,ee_acceleration,2,-0.14294679462909698,-0.07958763837814331,0.06335915625095367
push,strike,23,ee_acceleration,3,-0.14294679462909698,-0.31134146451950073,-0.16839466989040375
push,strike,23,ee_acceleration,4,-0.14294679462909698,-0.2591075599193573,-0.11616076529026031
push,strike,0,contact_flag,0,-1.6474982500076294,-0.03456771373748779,1.6129305362701416
push,strike,0,contact_flag,1,-1.6474982500076294,-0.2829470634460449,1.3645511865615845
push,strike,0,contact_flag,2,-1.6474982500076294,-0.5199288129806519,1.1275694370269775
push,strike,0,contact_flag,3,-1.6474982500076294,-1.328420639038086,0.31907761096954346
push,strike,0,contact_flag,4,-1.6474982500076294,0.17951315641403198,1.8270114064216614
push,strike,1,contact_flag,0,-2.7971928119659424,-0.3391735553741455,2.458019256591797
push,strike,1,contact_flag,1,-2.7971928119659424,-0.0970008447766304,2.700191967189312
push,strike,1,contact_flag,2,-2.7971928119659424,-0.33550167083740234,2.46169114112854
push,strike,1,contact_flag,3,-2.7971928119659424,-0.7075636386871338,2.0896291732788086
push,strike,1,contact_flag,4,-2.7971928119659424,0.48751044273376465,3.284703254699707
push,strike,2,contact_flag,0,-1.185596227645874,-0.08572232723236084,1.0998739004135132
push,strike,2,contact_flag,1,-1.185596227645874,0.0754271149635315,1.2610233426094055
push,strike,2,contact_flag,2,-1.185596227645874,-0.08061039447784424,1.1049858331680298
push,strike,2,contact_flag,3,-1.185596227645874,-0.0847938060760498,1.1008024215698242
push,strike,2,contact_flag,4,-1.185596227645874,0.4017672538757324,1.5873634815216064
push,strike,3,contact_flag,0,-0.4679710865020752,-0.6319987773895264,-0.16402769088745117
push,strike,3,contact_flag,1,-0.4679710865020752,0.16095125675201416,0.6289223432540894
push,strike,3,contact_flag,2,-0.4679710865020752,0.08270072937011719,0.5506718158721924
push,strike,3,contact_flag,3,-0.4679710865020752,0.15856695175170898,0.6265380382537842
push,strike,3,contact_flag,4,-0.4679710865020752,0.37580108642578125,0.8437721729278564
push,strike,4,contact_flag,0,-0.9190710783004761,-0.15536046028137207,0.763710618019104
push,strike,4,contact_flag,1,-0.9190710783004761,0.4252367317676544,1.3443078100681305
push,strike,4,contact_flag,2,-0.9190710783004761,-0.031250715255737305,0.8878203630447388
push,strike,4,contact_flag,3,-0.9190710783004761,-0.2505720853805542,0.6684989929199219
push,strike,4,contact_flag,4,-0.9190710783004761,0.3654012680053711,1.2844723463058472
push,strike,5,contact_flag,0,-0.5249391794204712,-0.5276122093200684,-0.002673029899597168
push,strike,5,contact_flag,1,-0.5249391794204712,0.4807509183883667,1.005690097808838
push,strike,5,contact_flag,2,-0.5249391794204712,-0.011147379875183105,0.5137917995452881
push,strike,5,contact_flag,3,-0.5249391794204712,0.15804213285446167,0.6829813122749329
push,strike,5,contact_flag,4,-0.5249391794204712,0.18471616506576538,0.7096553444862366
push,strike,6,contact_flag,0,-0.18957674503326416,0.14286267757415771,0.3324394226074219
push,strike,6,contact_flag,1,-0.18957674503326416,0.5823894739151001,0.7719662189483643
push,strike,6,contact_flag,2,-0.18957674503326416,0.01923447847366333,0.2088112235069275
push,strike,6,contact_flag,3,-0.18957674503326416,0.24080948531627655,0.4303862303495407
push,strike,6,contact_flag,4,-0.18957674503326416,0.3585871160030365,0.5481638610363007
push,strike,7,contact_flag,0,0.031415700912475586,0.32919037342071533,0.29777467250823975
push,strike,7,contact_flag,1,0.031415700912475586,0.5959288477897644,0.5645131468772888
push,strike,7,contact_flag,2,0.031415700912475586,0.19118577241897583,0.15977007150650024
push,strike,7,contact_flag,3,0.031415700912475586,0.03884530067443848,0.007429599761962891
push,strike,7,contact_flag,4,0.031415700912475586,0.507095456123352,0.47567975521087646
push,strike,8,contact_flag,0,-0.07772696018218994,0.24954068660736084,0.3272676467895508
push,strike,8,contact_flag,1,-0.07772696018218994,0.5991930365562439,0.6769199967384338
push,strike,8,contact_flag,2,-0.07772696018218994,0.19393490254878998,0.2716618627309799
push,strike,8,contact_flag,3,-0.07772696018218994,0.3418601155281067,0.41958707571029663
push,strike,8,contact_flag,4,-0.07772696018218994,0.579203724861145,0.656930685043335
push,strike,9,contact_flag,0,-0.32274067401885986,0.48980194330215454,0.8125426173210144
push,strike,9,contact_flag,1,-0.32274067401885986,0.5574570298194885,0.8801977038383484
push,strike,9,contact_flag,2,-0.32274067401885986,0.09307163953781128,0.41581231355667114
push,strike,9,contact_flag,3,-0.32274067401885986,0.3457515239715576,0.6684921979904175
push,strike,9,contact_flag,4,-0.32274067401885986,0.573074460029602,0.8958151340484619
push,strike,10,contact_flag,0,0.20928943157196045,0.3889192044734955,0.17962977290153503
push,strike,10,contact_flag,1,0.20928943157196045,0.5824375748634338,0.3731481432914734
push,strike,10,contact_flag,2,0.20928943157196045,0.18909317255020142,-0.020196259021759033
push,strike,10,contact_flag,3,0.20928943157196045,0.3446691632270813,0.13537973165512085
push,strike,10,contact_flag,4,0.20928943157196045,0.6120363473892212,0.40274691581726074
push,strike,11,contact_flag,0,0.18566632270812988,0.5862687230110168,0.40060240030288696
push,strike,11,contact_flag,1,0.18566632270812988,0.5960322618484497,0.4103659391403198
push,strike,11,contact_flag,2,0.18566632270812988,0.14184188842773438,-0.04382443428039551
push,strike,11,contact_flag,3,0.18566632270812988,0.26421624422073364,0.07854992151260376
push,strike,11,contact_flag,4,0.18566632270812988,0.5417277812957764,0.3560614585876465
push,strike,12,contact_flag,0,0.05186665058135986,0.540804922580719,0.48893827199935913
push,strike,12,contact_flag,1,0.05186665058135986,0.5750356912612915,0.5231690406799316
push,strike,12,contact_flag,2,0.05186665058135986,0.12397974729537964,0.07211309671401978
push,strike,12,contact_flag,3,0.05186665058135986,0.38563525676727295,0.3337686061859131
push,strike,12,contact_flag,4,0.05186665058135986,0.6041895151138306,0.5523228645324707
push,strike,13,contact_flag,0,0.12533682584762573,0.6229469776153564,0.4976101517677307
push,strike,13,contact_flag,1,0.12533682584762573,0.6181135177612305,0.49277669191360474
push,strike,13,contact_flag,2,0.12533682584762573,0.23080678284168243,0.1054699569940567
push,strike,13,contact_flag,3,0.12533682584762573,0.3992213010787964,0.27388447523117065
push,strike,13,contact_flag,4,0.12533682584762573,0.622980535030365,0.49764370918273926
push,strike,14,contact_flag,0,0.1594957709312439,0.5167010426521301,0.35720527172088623
push,strike,14,contact_flag,1,0.1594957709312439,0.5594660043716431,0.39997023344039917
push,strike,14,contact_flag,2,0.1594957709312439,0.30560988187789917,0.14611411094665527
push,strike,14,contact_flag,3,0.1594957709312439,0.30675023794174194,0.14725446701049805
push,strike,14,contact_flag,4,0.1594957709312439,0.6595791578292847,0.5000833868980408
