task,target,model,probe_seed,layer,r2_mean,r2_std,train_r2_mean,train_r2_std,best_lr,best_wd,fold_val_r2s,fold_train_r2s
strike,contact_force_proxy,videomae_large,123,10,0.1585639141002049,0.050516849593321395,0.3520338577563855,0.09171393002170021,0.0001,0.8,"[0.19849710928096298, 0.14876332982421236, 0.07918905974592816, 0.14101702566949537, 0.2253530459804256]","[0.33821587179618007, 0.4139376184148219, 0.4840098321848302, 0.30893611597180415, 0.21506985041429116]"
strike,contact_force_proxy,videomae_large,123,11,0.17626950323875057,0.04212603137302182,0.33264995026876637,0.09888227182951317,0.001,0.8,"[0.21586550110777547, 0.1674575489768736, 0.13080524426098916, 0.13334647430791435, 0.23387274754020027]","[0.38248323079962543, 0.16523371105392315, 0.4672765915614996, 0.316800445444428, 0.33145577248435565]"
strike,contact_force_proxy,videomae_large,123,12,0.17798085362780902,0.0480236949274387,0.3781602615754297,0.03649613802860013,0.0001,0.8,"[0.23213745875150626, 0.16632210064234254, 0.12312460539151404, 0.13230959832733813, 0.23601050502634413]","[0.3684179497122455, 0.422905268641947, 0.3962665324627861, 0.38918698375379746, 0.31402457330637235]"
strike,contact_force_proxy,videomae_large,123,13,0.16873564749643083,0.03844354578977833,0.36744594221375965,0.05049997821531963,0.0001,0.8,"[0.21136831519093568, 0.15503503795243023, 0.13577578432769255, 0.12443639949139973, 0.2170627005196959]","[0.36288459746336055, 0.3485159721902822, 0.46173986303061176, 0.3099738286785655, 0.3541154497059784]"
strike,contact_force_proxy,videomae_large,123,14,0.16050413865314578,0.03632877544470821,0.39445204270211126,0.07990628533974042,0.003,0.8,"[0.189664973212061, 0.15778509793659057, 0.12611394488690664, 0.11690272398944423, 0.2120539532407264]","[0.4768330180832726, 0.2620694001377325, 0.3667137027556665, 0.389606413081227, 0.4770376794526575]"
strike,contact_force_proxy,videomae_large,123,15,0.15551689845723243,0.052426032077106145,0.36699783867321045,0.07260789438529032,0.003,0.8,"[0.21265407901992317, 0.1602023434116091, 0.10455212866165808, 0.08764007582042266, 0.2125358653725491]","[0.4567208282939852, 0.2641192160886404, 0.4059626730912411, 0.299899188351778, 0.40828728754040766]"
strike,contact_force_proxy,videomae_large,123,16,0.1691127033829461,0.04900846494646391,0.3343452659563664,0.04594401005290288,0.003,0.8,"[0.21828857310634697, 0.18046293031671057, 0.11232817155759312, 0.11142717533820445, 0.2230566665958753]","[0.38539720413722933, 0.3175407505531448, 0.3921948573369659, 0.2820492418739685, 0.29454427588052323]"
strike,contact_force_proxy,videomae_large,123,17,0.1715390294115938,0.03595804548434995,0.36359775502875263,0.07165033531346275,0.005,0.8,"[0.20282711230729766, 0.17830253940532104, 0.12769341591857442, 0.13259710559340487, 0.21627497383337102]","[0.44402357349103727, 0.2925301352968006, 0.386937798067714, 0.2664074664555376, 0.42808980183267376]"
strike,contact_force_proxy,videomae_large,123,18,0.18040781485504023,0.032355248670682624,0.35804448377514897,0.057672529242013965,0.003,0.8,"[0.21002820008610934, 0.17712122148035803, 0.15330599751116092, 0.13829866208628672, 0.22328499311128613]","[0.45306714715814334, 0.32106826450285186, 0.3851850386707104, 0.28488111611807776, 0.34602085242596137]"
strike,contact_force_proxy,videomae_large,123,19,0.2001240180510913,0.04282982647304136,0.358449703186849,0.05052360255044152,0.005,0.8,"[0.2404124546113069, 0.18653484324225889, 0.17590505634658726, 0.1406837291279157, 0.25708400692738786]","[0.4409807641186392, 0.35861537875987337, 0.3727316898778953, 0.2870981775808942, 0.3328225055969428]"
strike,contact_force_proxy,videomae_large,123,20,0.19520262514212694,0.046870073565368944,0.37572302977990557,0.051629624932020904,0.005,0.8,"[0.22851539110356411, 0.20161024181200882, 0.15689043247141365, 0.1298285779196683, 0.2591684824039798]","[0.4457768739340887, 0.36006968825022545, 0.38422823284626073, 0.28893203327275796, 0.39960832059619533]"
strike,contact_force_proxy,videomae_large,123,21,0.18025783893025224,0.03831520211458443,0.39121088649023633,0.0734148509053008,0.005,0.8,"[0.22220975202669058, 0.19835033959997372, 0.14254224701707152, 0.12677784011679327, 0.21140901589073213]","[0.4588358260947486, 0.32026017495435244, 0.4563926587597654, 0.28551718590257746, 0.435048586739738]"
strike,contact_force_proxy,videomae_large,123,22,0.19956512669564733,0.031448724869698144,0.36627644887683647,0.04506506127063059,0.005,0.8,"[0.23460796477270562, 0.18951016556302347, 0.18006254503714114, 0.15669384954554244, 0.23695110855982393]","[0.4515029315890595, 0.331055096340117, 0.3713551780797081, 0.3314101613901589, 0.3460588769851388]"
strike,contact_force_proxy,videomae_large,123,23,0.19893040051115038,0.02635857538528737,0.3381141644621627,0.06184366896019815,0.003,0.8,"[0.23702739256444705, 0.1863669929442081, 0.16419944817339793, 0.1859774800867745, 0.22108068878692433]","[0.4282832030904562, 0.2617091423727579, 0.3838145976233759, 0.2829018096627839, 0.3338620695614395]"
