bin,layer,target,fold,r2,n_train_episodes,n_test_episodes,n_test_windows
low,13,ee_velocity,0,0.9399071335792542,911,226,40578
low,13,ee_velocity,1,0.9402037262916565,909,228,40583
low,13,ee_velocity,2,0.9416359663009644,909,228,40590
low,13,ee_velocity,3,0.9404404759407043,909,228,40588
low,13,ee_velocity,4,0.9385615587234497,910,227,40580
low,13,ee_acceleration,0,0.47941598296165466,911,226,40578
low,13,ee_acceleration,1,0.4761948585510254,909,228,40583
low,13,ee_acceleration,2,0.4592728018760681,909,228,40590
low,13,ee_acceleration,3,0.46154287457466125,909,228,40588
low,13,ee_acceleration,4,0.4644617438316345,910,227,40580
low,13,contact_flag,0,0.4597494602203369,911,226,40578
low,13,contact_flag,1,0.47354042530059814,909,228,40583
low,13,contact_flag,2,0.47786474227905273,909,228,40590
low,13,contact_flag,3,0.47576457262039185,909,228,40588
low,13,contact_flag,4,0.47660690546035767,910,227,40580
low,13,contact_force_log1p_mag,0,0.36864763498306274,911,226,40578
low,13,contact_force_log1p_mag,1,0.3813789486885071,909,228,40583
low,13,contact_force_log1p_mag,2,0.383392870426178,909,228,40590
low,13,contact_force_log1p_mag,3,0.39222943782806396,909,228,40588
low,13,contact_force_log1p_mag,4,0.3889111280441284,910,227,40580
low,14,ee_velocity,0,0.9415510892868042,911,226,40578
low,14,ee_velocity,1,0.9425925016403198,909,228,40583
low,14,ee_velocity,2,0.9429656267166138,909,228,40590
low,14,ee_velocity,3,0.9419078826904297,909,228,40588
low,14,ee_velocity,4,0.9389899373054504,910,227,40580
low,14,ee_acceleration,0,0.4915218651294708,911,226,40578
low,14,ee_acceleration,1,0.48904991149902344,909,228,40583
low,14,ee_acceleration,2,0.46850109100341797,909,228,40590
low,14,ee_acceleration,3,0.46970275044441223,909,228,40588
low,14,ee_acceleration,4,0.47306546568870544,910,227,40580
low,14,contact_flag,0,0.4629059433937073,911,226,40578
low,14,contact_flag,1,0.48320209980010986,909,228,40583
low,14,contact_flag,2,0.4885135889053345,909,228,40590
low,14,contact_flag,3,0.4790728688240051,909,228,40588
low,14,contact_flag,4,0.4802837371826172,910,227,40580
low,14,contact_force_log1p_mag,0,0.3713197708129883,911,226,40578
low,14,contact_force_log1p_mag,1,0.39275938272476196,909,228,40583
low,14,contact_force_log1p_mag,2,0.3925282955169678,909,228,40590
low,14,contact_force_log1p_mag,3,0.3984100818634033,909,228,40588
low,14,contact_force_log1p_mag,4,0.3924790024757385,910,227,40580
low,15,ee_velocity,0,0.9519742727279663,911,226,40578
low,15,ee_velocity,1,0.9511394500732422,909,228,40583
low,15,ee_velocity,2,0.9532241225242615,909,228,40590
low,15,ee_velocity,3,0.9522059559822083,909,228,40588
low,15,ee_velocity,4,0.9494426846504211,910,227,40580
low,15,ee_acceleration,0,0.5236709117889404,911,226,40578
low,15,ee_acceleration,1,0.5165566205978394,909,228,40583
low,15,ee_acceleration,2,0.5001847147941589,909,228,40590
low,15,ee_acceleration,3,0.5014161467552185,909,228,40588
low,15,ee_acceleration,4,0.5124410390853882,910,227,40580
low,15,contact_flag,0,0.47474128007888794,911,226,40578
low,15,contact_flag,1,0.49780941009521484,909,228,40583
low,15,contact_flag,2,0.4970610737800598,909,228,40590
low,15,contact_flag,3,0.4917854070663452,909,228,40588
low,15,contact_flag,4,0.4910964369773865,910,227,40580
low,15,contact_force_log1p_mag,0,0.3758471608161926,911,226,40578
low,15,contact_force_log1p_mag,1,0.3988873362541199,909,228,40583
low,15,contact_force_log1p_mag,2,0.39469200372695923,909,228,40590
low,15,contact_force_log1p_mag,3,0.4041840434074402,909,228,40588
low,15,contact_force_log1p_mag,4,0.3975261449813843,910,227,40580
low,16,ee_velocity,0,0.9597727060317993,911,226,40578
low,16,ee_velocity,1,0.960841953754425,909,228,40583
low,16,ee_velocity,2,0.961272120475769,909,228,40590
low,16,ee_velocity,3,0.9606868028640747,909,228,40588
low,16,ee_velocity,4,0.9579651951789856,910,227,40580
low,16,ee_acceleration,0,0.551317572593689,911,226,40578
low,16,ee_acceleration,1,0.5449672341346741,909,228,40583
low,16,ee_acceleration,2,0.527575671672821,909,228,40590
low,16,ee_acceleration,3,0.5296830534934998,909,228,40588
low,16,ee_acceleration,4,0.5378955006599426,910,227,40580
low,16,contact_flag,0,0.5019165873527527,911,226,40578
low,16,contact_flag,1,0.5221350789070129,909,228,40583
low,16,contact_flag,2,0.5165942311286926,909,228,40590
low,16,contact_flag,3,0.5169788599014282,909,228,40588
low,16,contact_flag,4,0.5202928781509399,910,227,40580
low,16,contact_force_log1p_mag,0,0.3948845863342285,911,226,40578
low,16,contact_force_log1p_mag,1,0.4173343777656555,909,228,40583
low,16,contact_force_log1p_mag,2,0.40871328115463257,909,228,40590
low,16,contact_force_log1p_mag,3,0.41940242052078247,909,228,40588
low,16,contact_force_log1p_mag,4,0.4175889492034912,910,227,40580
low,17,ee_velocity,0,0.963729977607727,911,226,40578
low,17,ee_velocity,1,0.9635748863220215,909,228,40583
low,17,ee_velocity,2,0.96370530128479,909,228,40590
low,17,ee_velocity,3,0.96299809217453,909,228,40588
low,17,ee_velocity,4,0.9608907103538513,910,227,40580
low,17,ee_acceleration,0,0.5605043172836304,911,226,40578
low,17,ee_acceleration,1,0.5555073618888855,909,228,40583
low,17,ee_acceleration,2,0.533618688583374,909,228,40590
low,17,ee_acceleration,3,0.5384661555290222,909,228,40588
low,17,ee_acceleration,4,0.5482962727546692,910,227,40580
low,17,contact_flag,0,0.5071512460708618,911,226,40578
low,17,contact_flag,1,0.5288799405097961,909,228,40583
low,17,contact_flag,2,0.5261005163192749,909,228,40590
low,17,contact_flag,3,0.5250982642173767,909,228,40588
low,17,contact_flag,4,0.5208430886268616,910,227,40580
low,17,contact_force_log1p_mag,0,0.4027847647666931,911,226,40578
low,17,contact_force_log1p_mag,1,0.4215593934059143,909,228,40583
low,17,contact_force_log1p_mag,2,0.41682112216949463,909,228,40590
low,17,contact_force_log1p_mag,3,0.42660021781921387,909,228,40588
low,17,contact_force_log1p_mag,4,0.42132484912872314,910,227,40580
low,18,ee_velocity,0,0.9660343527793884,911,226,40578
low,18,ee_velocity,1,0.9666193723678589,909,228,40583
low,18,ee_velocity,2,0.9668630957603455,909,228,40590
low,18,ee_velocity,3,0.9664856791496277,909,228,40588
low,18,ee_velocity,4,0.9640268683433533,910,227,40580
low,18,ee_acceleration,0,0.5619246363639832,911,226,40578
