task,layer,param,r2_mean,r2_std
push,17,object_0_dynamic_friction,-0.6619948983192444,0.5249058395614224
push,17,surface_static_friction,-1.5072314977645873,0.779649985745575
push,17,surface_dynamic_friction,-0.8168156623840332,0.4200225413941487
push,18,object_0_mass,-1.2228628635406493,0.6374477845212366
push,18,object_0_static_friction,-0.7507758855819702,0.46061385214951095
push,18,object_0_dynamic_friction,-0.7547158002853394,0.357047507615699
push,18,surface_static_friction,-0.9725711584091187,0.3925045422239011
push,18,surface_dynamic_friction,-1.024423933029175,0.5192768819377551
push,19,object_0_mass,-0.892358660697937,0.3851670207720064
push,19,object_0_static_friction,-0.6637669324874877,0.18343431436387697
push,19,object_0_dynamic_friction,-0.8547738909721374,0.5538377274359831
push,19,surface_static_friction,-0.9826099872589111,0.5740469433460249
push,19,surface_dynamic_friction,-1.1904107809066773,0.549618552093201
push,20,object_0_mass,-0.7338478565216064,0.16181628620388425
push,20,object_0_static_friction,-0.9712380409240723,0.9361423371791505
push,20,object_0_dynamic_friction,-1.2165948629379273,0.7189619673436866
push,20,surface_static_friction,-0.6805747270584106,0.2099238780968594
push,20,surface_dynamic_friction,-0.9507856845855713,0.2850914470918835
push,21,object_0_mass,-1.1420948505401611,0.37546097654872784
push,21,object_0_static_friction,-0.5553490400314331,0.2289000669790717
push,21,object_0_dynamic_friction,-1.209030818939209,0.4938456284009644
push,21,surface_static_friction,-1.0999648571014404,0.358463231724127
push,21,surface_dynamic_friction,-1.1733262062072753,0.2870837776230431
push,22,object_0_mass,-1.1464853048324586,0.6528458120025662
push,22,object_0_static_friction,-0.5167906045913696,0.2671951287020564
push,22,object_0_dynamic_friction,-0.9593570947647094,0.39840751972212707
push,22,surface_static_friction,-1.296120834350586,0.647163927726164
push,22,surface_dynamic_friction,-1.1163931608200073,0.24182919938806
push,23,object_0_mass,-1.0575075149536133,0.44697880817121655
push,23,object_0_static_friction,-0.6572887420654296,0.30294640242986176
push,23,object_0_dynamic_friction,-1.0895548105239867,0.6239884452453149
push,23,surface_static_friction,-0.8450842380523682,0.48916773669711755
push,23,surface_dynamic_friction,-1.1930592060089111,0.4505614208420183
