task,layer,param,fold,r2,n_train_eps,n_test_eps
peg_insert,16,peg_mass,0,-1.4270808696746826,157,40
peg_insert,16,peg_mass,1,-1.336181879043579,157,40
peg_insert,16,peg_mass,2,-1.5353424549102783,158,39
peg_insert,16,peg_mass,3,-2.4262616634368896,158,39
peg_insert,16,peg_mass,4,-1.2196705341339111,158,39
peg_insert,16,hole_static_friction,0,-0.5243228673934937,157,40
peg_insert,16,hole_static_friction,1,-1.3673176765441895,157,40
peg_insert,16,hole_static_friction,2,-0.8292536735534668,158,39
peg_insert,16,hole_static_friction,3,-0.7167631387710571,158,39
peg_insert,16,hole_static_friction,4,-0.9739698171615601,158,39
peg_insert,16,hole_dynamic_friction,0,-0.5243228673934937,157,40
peg_insert,16,hole_dynamic_friction,1,-1.3673176765441895,157,40
peg_insert,16,hole_dynamic_friction,2,-0.8292536735534668,158,39
peg_insert,16,hole_dynamic_friction,3,-0.7167631387710571,158,39
peg_insert,16,hole_dynamic_friction,4,-0.9739698171615601,158,39
